power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
41.30, 99, 48, 70, P0
53.12, 99, 44, 70, P0
42.97, 98, 42, 71, P0
68.31, 99, 37, 70, P0
73.02, 98, 44, 71, P0
79.50, 94, 47, 71, P0
57.65, 98, 31, 71, P0
49.17, 94, 34, 71, P0
64.83, 84, 39, 70, P0
62.23, 97, 35, 70, P0
65.47, 97, 40, 71, P0
52.99, 99, 42, 70, P0
75.76, 94, 42, 70, P0
74.27, 92, 46, 70, P0
58.13, 97, 28, 71, P0
79.69, 94, 33, 71, P0
71.78, 85, 40, 70, P0
63.58, 97, 32, 70, P0
70.96, 97, 40, 71, P0
60.89, 99, 43, 70, P0
62.08, 97, 46, 70, P0
63.64, 98, 38, 70, P0
48.13, 99, 46, 70, P0
70.86, 97, 39, 71, P0
67.78, 99, 39, 70, P0
82.61, 98, 43, 70, P0
72.54, 94, 49, 70, P0
85.23, 99, 31, 71, P0
56.72, 92, 32, 70, P0
61.08, 89, 40, 70, P0
76.14, 96, 32, 71, P0
84.42, 97, 40, 71, P0
69.94, 99, 42, 71, P0
84.94, 95, 45, 70, P0
59.73, 97, 38, 70, P0
65.18, 99, 31, 71, P0
79.93, 93, 33, 70, P0
75.52, 89, 41, 71, P0
64.22, 97, 32, 70, P0
74.61, 97, 40, 71, P0
54.73, 99, 43, 70, P0
58.25, 95, 44, 70, P0
75.38, 98, 38, 70, P0
65.23, 99, 47, 70, P0
54.35, 97, 39, 71, P0
68.56, 99, 39, 70, P0
78.11, 98, 43, 70, P0
66.77, 93, 48, 70, P0
82.61, 99, 29, 70, P0
48.23, 93, 33, 70, P0
53.77, 85, 39, 70, P0
53.35, 97, 31, 71, P0
79.69, 97, 40, 70, P0
65.08, 99, 43, 70, P0
90.38, 95, 44, 70, P0
67.35, 94, 49, 70, P0
49.97, 99, 30, 71, P0
86.23, 92, 33, 70, P0
80.27, 89, 42, 71, P0
50.52, 97, 32, 70, P0
73.02, 97, 40, 71, P0
64.02, 99, 43, 70, P0
61.27, 95, 44, 70, P0
78.83, 98, 38, 70, P0
53.67, 99, 46, 70, P0
41.91, 98, 41, 71, P0
67.79, 99, 37, 71, P0
72.54, 97, 43, 70, P0
77.49, 94, 47, 71, P0
68.07, 98, 32, 71, P0
78.78, 94, 34, 70, P0
53.96, 88, 37, 70, P0
77.34, 97, 36, 71, P0
55.95, 96, 39, 71, P0
84.37, 99, 41, 70, P0
59.06, 99, 43, 71, P0
78.92, 94, 47, 71, P0
77.10, 99, 29, 71, P0
74.51, 94, 33, 71, P0
69.75, 87, 41, 71, P0
46.13, 96, 32, 70, P0
73.07, 97, 40, 71, P0
64.94, 99, 43, 71, P0
61.87, 95, 44, 71, P0
72.83, 98, 38, 70, P0
60.56, 99, 46, 70, P0
59.58, 97, 39, 70, P0
63.68, 100, 39, 71, P0
81.26, 98, 43, 71, P0
71.20, 94, 49, 71, P0
90.22, 99, 32, 71, P0
57.65, 92, 36, 70, P0
54.15, 87, 40, 71, P0
51.68, 98, 33, 71, P0
87.09, 97, 40, 71, P0
67.25, 99, 41, 71, P0
83.51, 99, 44, 70, P0
57.75, 94, 49, 71, P0
63.54, 99, 32, 70, P0
80.60, 92, 35, 71, P0
72.73, 87, 40, 70, P0
66.87, 97, 33, 70, P0
72.78, 97, 39, 71, P0
52.35, 99, 41, 70, P0
63.16, 95, 43, 71, P0
55.37, 97, 38, 70, P0
54.15, 98, 44, 70, P0
74.61, 97, 38, 70, P0
69.42, 100, 39, 70, P0
91.62, 99, 43, 71, P0
69.13, 94, 49, 70, P0
86.80, 99, 33, 71, P0
71.30, 92, 36, 70, P0
53.19, 87, 40, 71, P0
50.33, 97, 33, 70, P0
89.58, 97, 40, 70, P0
76.05, 99, 41, 71, P0
80.17, 99, 43, 70, P0
67.49, 94, 50, 71, P0
62.91, 99, 33, 70, P0
75.38, 92, 35, 71, P0
73.45, 87, 41, 70, P0
71.49, 98, 34, 70, P0
83.08, 97, 40, 71, P0
57.01, 99, 40, 70, P0
59.12, 95, 44, 70, P0
56.34, 97, 38, 70, P0
51.29, 98, 44, 70, P0
68.56, 97, 39, 70, P0
67.06, 100, 38, 70, P0
99.65, 99, 43, 71, P0
63.93, 94, 49, 70, P0
57.07, 99, 31, 71, P0
49.78, 88, 31, 70, P0
50.04, 87, 38, 71, P0
53.32, 97, 32, 70, P0
81.36, 96, 39, 70, P0
65.95, 99, 42, 70, P0
85.52, 99, 44, 70, P0
73.60, 94, 49, 70, P0
58.42, 99, 30, 71, P0
80.31, 92, 34, 71, P0
71.10, 87, 41, 71, P0
66.29, 97, 32, 70, P0
75.62, 97, 40, 71, P0
59.52, 99, 43, 70, P0
64.37, 96, 45, 71, P0
78.11, 98, 39, 70, P0
62.14, 99, 46, 70, P0
49.29, 97, 38, 71, P0
65.37, 99, 39, 70, P0
75.18, 99, 43, 71, P0
69.51, 94, 48, 71, P0
65.62, 99, 29, 71, P0
44.78, 92, 32, 70, P0
48.81, 87, 40, 70, P0
72.50, 97, 31, 71, P0
74.99, 97, 39, 71, P0
58.46, 99, 42, 71, P0
81.88, 99, 44, 71, P0
74.42, 94, 49, 71, P0
58.52, 99, 31, 71, P0
81.70, 92, 33, 71, P0
68.27, 87, 40, 71, P0
72.83, 97, 32, 71, P0
69.85, 97, 40, 71, P0
67.64, 99, 42, 71, P0
54.12, 96, 45, 71, P0
78.54, 97, 39, 71, P0
68.84, 98, 45, 70, P0
55.02, 97, 39, 71, P0
67.69, 100, 41, 71, P0
78.73, 99, 44, 71, P0
69.47, 94, 49, 71, P0
54.60, 99, 31, 71, P0
49.00, 93, 34, 70, P0
51.93, 87, 39, 71, P0
54.83, 97, 32, 71, P0
78.01, 97, 39, 71, P0
65.41, 99, 42, 71, P0
86.80, 99, 43, 71, P0
68.56, 94, 50, 71, P0
52.90, 99, 32, 71, P0
84.14, 93, 33, 71, P0
53.67, 86, 39, 71, P0
73.94, 97, 33, 71, P0
65.18, 97, 40, 71, P0
61.33, 99, 41, 70, P0
49.94, 95, 44, 71, P0
73.89, 97, 38, 71, P0
60.98, 99, 45, 70, P0
59.48, 97, 38, 70, P0
66.39, 100, 40, 71, P0
78.59, 99, 43, 71, P0
76.19, 91, 49, 71, P0
68.07, 99, 33, 71, P0
66.57, 88, 32, 71, P0
52.26, 92, 42, 70, P0
52.26, 97, 34, 71, P0
96.18, 98, 42, 71, P0
77.15, 96, 38, 70, P0
82.41, 99, 45, 71, P0
61.83, 94, 46, 71, P0
57.84, 99, 34, 71, P0
49.04, 92, 36, 71, P0
53.38, 87, 40, 71, P0
73.75, 97, 33, 71, P0
62.83, 96, 39, 71, P0
64.02, 99, 40, 70, P0
65.43, 95, 44, 70, P0
67.16, 97, 38, 71, P0
55.37, 99, 45, 70, P0
46.42, 97, 38, 70, P0
63.29, 99, 40, 71, P0
51.68, 98, 43, 71, P0
66.44, 94, 49, 71, P0
67.35, 99, 31, 71, P0
48.13, 90, 33, 70, P0
54.63, 87, 40, 71, P0
52.22, 97, 32, 71, P0
80.45, 97, 40, 71, P0
66.29, 99, 41, 70, P0
87.09, 99, 44, 71, P0
57.75, 94, 49, 71, P0
61.79, 98, 34, 71, P0
54.22, 92, 35, 71, P0
73.89, 87, 41, 71, P0
