power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
56.24, 100, 46, 68, P0
53.67, 99, 41, 69, P0
81.23, 98, 43, 69, P0
66.68, 99, 39, 69, P0
46.04, 98, 42, 69, P0
71.20, 96, 46, 69, P0
68.75, 98, 37, 69, P0
82.88, 96, 33, 69, P0
76.38, 88, 37, 69, P0
71.68, 98, 43, 69, P0
81.36, 98, 43, 69, P0
79.78, 99, 40, 69, P0
58.42, 97, 40, 69, P0
58.61, 97, 43, 69, P0
56.14, 99, 42, 69, P0
73.84, 96, 33, 69, P0
67.54, 91, 38, 69, P0
88.52, 99, 45, 70, P0
66.35, 94, 44, 69, P0
55.53, 100, 33, 70, P0
48.88, 92, 37, 69, P0
47.62, 93, 43, 69, P0
94.52, 98, 34, 69, P0
49.87, 98, 41, 69, P0
55.66, 99, 39, 69, P0
58.61, 97, 43, 69, P0
65.56, 97, 38, 69, P0
83.99, 99, 44, 69, P0
76.72, 97, 39, 69, P0
71.74, 100, 41, 70, P0
75.76, 99, 44, 70, P0
79.64, 97, 40, 69, P0
85.38, 99, 43, 69, P0
66.81, 95, 44, 69, P0
56.14, 98, 38, 69, P0
53.51, 99, 47, 69, P0
87.82, 97, 40, 69, P0
74.99, 99, 39, 69, P0
72.97, 98, 43, 70, P0
68.21, 94, 48, 69, P0
82.51, 97, 29, 69, P0
58.71, 94, 33, 70, P0
98.66, 87, 41, 69, P0
79.26, 97, 32, 69, P0
61.37, 97, 41, 69, P0
50.62, 99, 42, 69, P0
49.94, 94, 42, 69, P0
68.03, 98, 39, 69, P0
63.77, 100, 43, 69, P0
52.06, 99, 42, 69, P0
69.38, 99, 39, 69, P0
51.97, 98, 44, 70, P0
70.28, 96, 38, 69, P0
56.49, 99, 42, 70, P0
50.58, 93, 41, 69, P0
45.56, 97, 41, 70, P0
85.00, 100, 43, 69, P0
48.33, 98, 44, 69, P0
49.65, 99, 40, 69, P0
82.28, 98, 43, 69, P0
72.26, 95, 48, 69, P0
70.71, 99, 30, 69, P0
48.71, 93, 38, 69, P0
59.77, 99, 42, 69, P0
63.79, 100, 43, 69, P0
76.24, 97, 40, 69, P0
77.05, 99, 40, 69, P0
88.16, 98, 44, 69, P0
61.46, 94, 49, 69, P0
80.41, 99, 31, 70, P0
66.62, 93, 33, 69, P0
59.38, 87, 38, 69, P0
58.48, 97, 33, 69, P0
85.08, 97, 39, 69, P0
66.43, 99, 40, 69, P0
54.54, 99, 43, 69, P0
65.75, 94, 50, 69, P0
71.68, 99, 31, 69, P0
71.29, 93, 33, 69, P0
73.69, 87, 39, 69, P0
