power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
49.65, 98, 43, 69, P0
57.05, 98, 45, 69, P0
91.91, 97, 39, 70, P0
73.36, 100, 40, 69, P0
69.42, 99, 44, 70, P0
75.42, 94, 50, 69, P0
58.42, 99, 30, 69, P0
49.87, 94, 34, 70, P0
60.06, 88, 41, 69, P0
68.21, 97, 35, 69, P0
67.94, 97, 40, 70, P0
57.59, 99, 41, 69, P0
66.87, 94, 43, 69, P0
69.76, 98, 41, 69, P0
51.19, 99, 44, 69, P0
44.30, 99, 43, 69, P0
72.35, 99, 39, 70, P0
43.17, 99, 44, 70, P0
72.54, 95, 47, 70, P0
80.16, 98, 33, 70, P0
80.79, 93, 41, 69, P0
54.15, 98, 41, 69, P0
64.46, 100, 43, 70, P0
70.43, 99, 43, 69, P0
78.15, 99, 41, 69, P0
60.58, 98, 43, 69, P0
76.14, 96, 46, 69, P0
73.22, 98, 35, 70, P0
68.89, 95, 34, 70, P0
77.77, 88, 38, 70, P0
72.54, 97, 42, 70, P0
76.53, 95, 43, 69, P0
75.57, 99, 40, 69, P0
62.52, 92, 41, 69, P0
53.77, 98, 43, 69, P0
58.29, 98, 37, 70, P0
64.26, 98, 43, 69, P0
53.96, 99, 41, 69, P0
71.68, 97, 41, 70, P0
77.15, 97, 41, 69, P0
56.94, 98, 41, 69, P0
67.06, 92, 39, 70, P0
83.33, 95, 44, 69, P0
75.18, 98, 35, 70, P0
74.80, 98, 42, 70, P0
52.45, 99, 40, 70, P0
76.43, 96, 44, 70, P0
59.19, 97, 38, 69, P0
50.52, 99, 46, 69, P0
63.58, 97, 40, 70, P0
65.33, 100, 38, 69, P0
78.68, 99, 43, 69, P0
78.59, 94, 48, 70, P0
61.79, 99, 30, 70, P0
47.29, 94, 32, 69, P0
70.48, 88, 41, 69, P0
78.25, 97, 35, 69, P0
47.10, 96, 39, 70, P0
76.38, 99, 42, 69, P0
62.33, 93, 40, 69, P0
66.19, 95, 48, 69, P0
82.32, 98, 33, 69, P0
72.54, 94, 34, 70, P0
76.96, 88, 37, 70, P0
66.57, 97, 36, 70, P0
67.87, 96, 39, 69, P0
77.20, 99, 43, 69, P0
69.08, 93, 41, 69, P0
76.62, 98, 41, 69, P0
53.28, 100, 43, 70, P0
65.32, 98, 44, 69, P0
58.42, 99, 38, 69, P0
44.59, 98, 43, 70, P0
