power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
40.77, 100, 45, 68, P0
50.33, 100, 40, 69, P0
95.99, 95, 41, 69, P0
77.05, 99, 38, 69, P0
83.70, 98, 43, 69, P0
65.33, 97, 44, 69, P0
85.71, 99, 40, 69, P0
46.62, 96, 35, 69, P0
59.87, 88, 36, 69, P0
67.11, 98, 37, 69, P0
70.91, 98, 43, 69, P0
49.55, 99, 40, 69, P0
62.75, 97, 41, 69, P0
64.41, 97, 41, 69, P0
54.92, 99, 43, 68, P0
76.91, 97, 39, 69, P0
80.93, 94, 36, 69, P0
74.75, 99, 47, 69, P0
58.55, 93, 45, 69, P0
71.10, 99, 34, 69, P0
73.26, 91, 34, 68, P0
81.80, 92, 42, 69, P0
79.97, 97, 35, 69, P0
86.67, 98, 42, 69, P0
70.86, 99, 40, 69, P0
63.10, 96, 44, 69, P0
58.03, 97, 39, 69, P0
60.25, 99, 44, 69, P0
85.18, 97, 40, 69, P0
74.42, 100, 40, 69, P0
64.79, 99, 43, 69, P0
70.62, 97, 40, 69, P0
62.72, 99, 41, 69, P0
52.32, 96, 45, 69, P0
48.10, 98, 38, 68, P0
69.95, 99, 46, 69, P0
70.43, 97, 40, 69, P0
68.60, 100, 39, 69, P0
73.70, 98, 44, 69, P0
72.31, 94, 48, 69, P0
68.60, 99, 28, 69, P0
47.94, 94, 34, 69, P0
70.00, 88, 41, 69, P0
71.72, 97, 35, 69, P0
70.53, 97, 40, 69, P0
53.19, 99, 42, 68, P0
78.16, 93, 41, 69, P0
74.70, 98, 42, 69, P0
72.54, 100, 43, 68, P0
73.55, 99, 43, 69, P0
77.29, 99, 38, 69, P0
84.94, 98, 43, 69, P0
66.19, 96, 46, 69, P0
92.19, 100, 40, 69, P0
52.06, 92, 39, 69, P0
58.23, 98, 42, 69, P0
72.98, 99, 38, 69, P0
70.62, 98, 43, 69, P0
52.83, 99, 41, 69, P0
60.60, 97, 41, 69, P0
78.20, 97, 41, 69, P0
80.26, 99, 41, 69, P0
71.30, 96, 34, 69, P0
76.43, 88, 37, 69, P0
67.74, 99, 46, 69, P0
66.11, 94, 45, 69, P0
76.57, 100, 34, 69, P0
81.89, 92, 38, 69, P0
91.62, 94, 43, 69, P0
58.07, 98, 35, 69, P0
96.18, 98, 41, 69, P0
76.86, 99, 39, 69, P0
83.51, 96, 44, 69, P0
65.14, 97, 38, 69, P0
53.57, 99, 31, 69, P0
80.07, 92, 34, 69, P0
72.06, 87, 41, 69, P0
41.62, 97, 33, 68, P0
69.72, 95, 40, 69, P0
53.96, 99, 42, 69, P0
64.44, 93, 42, 69, P0
57.30, 98, 41, 69, P0
54.22, 100, 43, 69, P0
95.19, 98, 43, 69, P0
74.13, 99, 38, 69, P0
74.32, 99, 43, 69, P0
66.25, 93, 45, 69, P0
97.51, 98, 33, 69, P0
58.36, 95, 31, 69, P0
67.54, 88, 38, 69, P0
74.18, 97, 41, 69, P0
72.11, 95, 43, 69, P0
62.27, 99, 38, 68, P0
70.62, 97, 41, 69, P0
67.88, 97, 42, 69, P0
52.61, 99, 43, 68, P0
45.43, 96, 33, 69, P0
74.90, 88, 36, 69, P0
47.43, 99, 44, 69, P0
72.64, 94, 44, 69, P0
70.43, 99, 36, 69, P0
80.69, 92, 42, 68, P0
59.19, 98, 44, 69, P0
69.61, 98, 35, 69, P0
84.75, 98, 42, 69, P0
76.24, 99, 40, 69, P0
55.37, 96, 42, 69, P0
68.31, 97, 40, 69, P0
73.79, 98, 42, 69, P0
79.36, 97, 41, 69, P0
71.72, 100, 38, 69, P0
64.99, 99, 44, 69, P0
76.77, 94, 50, 69, P0
51.19, 99, 31, 69, P0
49.65, 96, 46, 69, P0
48.42, 98, 38, 68, P0
88.58, 99, 47, 69, P0
57.65, 98, 41, 69, P0
83.18, 99, 37, 69, P0
45.36, 98, 43, 69, P0
77.39, 95, 48, 69, P0
71.53, 98, 33, 69, P0
74.85, 95, 32, 69, P0
71.05, 88, 37, 69, P0
71.05, 97, 39, 68, P0
73.84, 95, 42, 69, P0
64.41, 100, 39, 69, P0
54.79, 92, 40, 69, P0
53.35, 98, 42, 69, P0
67.40, 100, 40, 68, P0
43.55, 98, 43, 69, P0
71.24, 99, 40, 69, P0
71.87, 97, 40, 69, P0
70.82, 97, 42, 69, P0
68.17, 99, 39, 69, P0
89.98, 96, 35, 69, P0
72.73, 97, 45, 69, P0
74.51, 98, 36, 69, P0
80.36, 98, 42, 69, P0
57.30, 99, 39, 69, P0
57.88, 97, 43, 69, P0
71.78, 97, 38, 69, P0
66.00, 99, 45, 69, P0
42.29, 97, 40, 69, P0
67.69, 100, 39, 69, P0
73.12, 99, 43, 69, P0
70.62, 94, 49, 69, P0
66.48, 99, 29, 69, P0
76.05, 95, 33, 69, P0
78.25, 88, 41, 69, P0
71.49, 97, 34, 69, P0
71.15, 97, 40, 69, P0
81.55, 99, 41, 68, P0
71.24, 93, 42, 69, P0
61.37, 98, 41, 69, P0
62.33, 100, 44, 69, P0
73.02, 98, 44, 68, P0
67.72, 88, 38, 69, P0
79.73, 97, 39, 69, P0
69.04, 95, 43, 69, P0
72.11, 99, 40, 69, P0
50.97, 92, 41, 68, P0
43.24, 98, 43, 69, P0
85.98, 98, 38, 69, P0
50.04, 98, 42, 69, P0
75.28, 99, 39, 68, P0
65.38, 97, 40, 69, P0
66.00, 97, 42, 69, P0
78.40, 99, 41, 69, P0
75.81, 97, 35, 69, P0
76.96, 92, 35, 69, P0
74.70, 99, 48, 69, P0
70.19, 94, 46, 69, P0
64.99, 99, 34, 69, P0
52.90, 92, 37, 69, P0
51.58, 87, 40, 69, P0
73.12, 97, 33, 69, P0
67.54, 97, 40, 69, P0
55.95, 100, 43, 69, P0
56.69, 99, 44, 69, P0
78.25, 94, 49, 69, P0
59.35, 99, 30, 69, P0
75.71, 93, 34, 69, P0
80.74, 85, 40, 69, P0
74.80, 97, 34, 69, P0
71.10, 96, 40, 69, P0
54.41, 99, 42, 69, P0
74.42, 93, 41, 68, P0
53.28, 98, 41, 68, P0
49.68, 100, 43, 68, P0
81.03, 99, 43, 69, P0
66.82, 99, 41, 69, P0
76.57, 98, 44, 69, P0
70.04, 96, 46, 69, P0
57.88, 98, 39, 69, P0
48.81, 96, 33, 69, P0
59.48, 88, 36, 69, P0
68.42, 98, 42, 69, P0
72.21, 94, 44, 69, P0
54.99, 99, 36, 69, P0
71.28, 97, 40, 69, P0
58.13, 97, 42, 69, P0
58.17, 98, 41, 68, P0
74.90, 97, 33, 69, P0
76.86, 88, 36, 69, P0
84.60, 99, 47, 69, P0
68.56, 94, 46, 69, P0
95.51, 100, 33, 69, P0
50.26, 91, 35, 68, P0
58.26, 87, 41, 69, P0
72.83, 98, 34, 69, P0
56.08, 97, 39, 69, P0
55.95, 99, 42, 69, P0
56.21, 96, 45, 69, P0
62.39, 98, 38, 69, P0
84.33, 99, 47, 69, P0
75.71, 98, 41, 69, P0
77.25, 99, 37, 69, P0
75.42, 97, 35, 69, P0
64.79, 96, 39, 69, P0
90.38, 99, 42, 69, P0
70.53, 93, 41, 69, P0
53.19, 98, 41, 69, P0
49.46, 100, 43, 69, P0
80.40, 99, 43, 69, P0
64.50, 97, 39, 69, P0
82.03, 99, 43, 69, P0
74.37, 95, 45, 69, P0
71.20, 98, 37, 69, P0
74.03, 96, 34, 69, P0
72.40, 88, 38, 69, P0
44.03, 98, 42, 68, P0
63.69, 95, 43, 69, P0
50.71, 99, 39, 69, P0
51.19, 92, 42, 69, P0
76.91, 98, 44, 68, P0
53.57, 98, 37, 69, P0
71.49, 99, 43, 69, P0
65.91, 99, 40, 69, P0
52.96, 97, 41, 69, P0
65.56, 97, 41, 69, P0
71.97, 98, 42, 69, P0
75.95, 91, 39, 69, P0
71.33, 98, 43, 69, P0
75.38, 98, 35, 69, P0
80.65, 98, 43, 69, P0
79.45, 99, 41, 69, P0
62.20, 97, 41, 69, P0
71.15, 97, 41, 69, P0
73.07, 98, 41, 69, P0
73.50, 96, 35, 69, P0
67.85, 89, 36, 69, P0
85.00, 99, 48, 69, P0
62.14, 94, 47, 69, P0
51.93, 99, 35, 69, P0
46.52, 92, 36, 69, P0
48.42, 87, 40, 69, P0
87.62, 97, 32, 69, P0
48.94, 97, 40, 69, P0
58.90, 99, 41, 69, P0
58.10, 96, 45, 69, P0
79.02, 97, 38, 69, P0
80.55, 99, 46, 69, P0
71.49, 92, 33, 69, P0
76.57, 87, 40, 69, P0
76.05, 97, 32, 69, P0
69.66, 97, 40, 69, P0
52.42, 99, 43, 69, P0
71.98, 94, 43, 69, P0
54.44, 98, 40, 69, P0
52.67, 100, 44, 69, P0
93.70, 99, 41, 69, P0
76.48, 99, 38, 69, P0
83.85, 99, 43, 69, P0
62.68, 95, 46, 69, P0
86.71, 98, 33, 69, P0
46.30, 95, 31, 69, P0
59.29, 88, 37, 69, P0
69.04, 97, 41, 69, P0
71.20, 94, 43, 69, P0
53.54, 99, 39, 69, P0
64.59, 92, 42, 69, P0
58.36, 97, 43, 69, P0
52.16, 99, 42, 69, P0
76.10, 96, 35, 69, P0
82.32, 87, 37, 69, P0
76.57, 99, 44, 69, P0
64.22, 94, 44, 69, P0
77.97, 99, 35, 69, P0
63.54, 92, 42, 69, P0
101.58, 98, 43, 69, P0
80.21, 98, 35, 69, P0
80.60, 99, 42, 69, P0
71.05, 99, 41, 69, P0
65.33, 97, 42, 69, P0
56.88, 97, 40, 69, P0
64.79, 99, 41, 69, P0
84.94, 97, 37, 69, P0
72.21, 92, 36, 69, P0
67.35, 99, 48, 69, P0
69.86, 94, 45, 69, P0
63.74, 99, 33, 69, P0
51.87, 91, 35, 69, P0
55.12, 92, 42, 68, P0
74.51, 98, 34, 69, P0
74.61, 96, 41, 69, P0
58.17, 94, 38, 69, P0
75.71, 99, 45, 69, P0
73.98, 94, 50, 69, P0
58.38, 99, 32, 69, P0
76.91, 93, 35, 69, P0
92.42, 86, 38, 69, P0
73.22, 97, 32, 69, P0
72.16, 97, 39, 69, P0
51.65, 99, 42, 69, P0
78.93, 96, 45, 69, P0
57.75, 97, 39, 69, P0
74.51, 99, 46, 69, P0
75.66, 98, 41, 69, P0
76.43, 99, 37, 69, P0
87.86, 98, 44, 69, P0
67.44, 94, 47, 69, P0
82.08, 99, 29, 69, P0
59.63, 94, 34, 69, P0
82.56, 88, 39, 69, P0
78.30, 97, 37, 69, P0
61.79, 96, 38, 69, P0
48.81, 99, 40, 69, P0
83.62, 99, 43, 69, P0
57.46, 95, 48, 69, P0
55.79, 98, 32, 69, P0
81.12, 94, 34, 69, P0
78.92, 87, 37, 69, P0
58.03, 97, 36, 69, P0
72.93, 96, 39, 69, P0
51.58, 99, 43, 69, P0
50.04, 93, 41, 69, P0
43.72, 98, 42, 69, P0
50.33, 100, 42, 69, P0
66.02, 98, 43, 69, P0
72.02, 99, 38, 69, P0
44.71, 97, 40, 69, P0
64.41, 97, 43, 69, P0
72.83, 98, 42, 69, P0
71.15, 96, 35, 69, P0
78.83, 88, 37, 69, P0
70.28, 99, 46, 69, P0
72.54, 94, 45, 69, P0
51.58, 99, 40, 69, P0
62.10, 97, 42, 69, P0
71.87, 97, 39, 69, P0
50.33, 98, 44, 69, P0
43.17, 97, 39, 69, P0
62.20, 98, 38, 69, P0
73.17, 99, 45, 69, P0
75.71, 94, 47, 69, P0
69.57, 99, 34, 69, P0
48.91, 92, 36, 69, P0
62.58, 86, 41, 70, P0
73.02, 97, 34, 69, P0
66.73, 98, 40, 69, P0
76.67, 99, 41, 69, P0
64.99, 96, 45, 69, P0
59.73, 97, 38, 69, P0
78.15, 99, 46, 69, P0
74.27, 97, 40, 69, P0
73.89, 100, 40, 69, P0
67.50, 98, 43, 70, P0
63.74, 94, 48, 69, P0
86.60, 99, 28, 70, P0
55.66, 94, 33, 69, P0
93.41, 88, 41, 69, P0
52.22, 99, 46, 69, P0
85.48, 98, 42, 70, P0
66.72, 99, 38, 69, P0
83.61, 98, 44, 69, P0
58.52, 94, 47, 69, P0
61.89, 98, 33, 69, P0
82.94, 94, 35, 69, P0
67.83, 88, 38, 69, P0
52.06, 97, 37, 69, P0
73.89, 95, 38, 69, P0
51.35, 99, 43, 69, P0
64.90, 93, 41, 69, P0
76.14, 98, 42, 69, P0
53.86, 100, 43, 69, P0
44.69, 98, 42, 69, P0
64.71, 99, 39, 69, P0
65.47, 98, 42, 69, P0
71.49, 96, 46, 69, P0
68.65, 99, 37, 69, P0
91.79, 96, 34, 69, P0
71.11, 88, 37, 69, P0
77.25, 98, 38, 69, P0
81.22, 98, 42, 69, P0
78.49, 99, 39, 69, P0
59.52, 97, 40, 69, P0
54.83, 97, 41, 69, P0
51.87, 99, 40, 69, P0
67.54, 96, 34, 69, P0
66.63, 89, 38, 69, P0
77.10, 99, 48, 69, P0
74.99, 94, 46, 69, P0
59.61, 99, 35, 69, P0
59.13, 92, 34, 69, P0
47.65, 88, 41, 69, P0
88.05, 98, 33, 69, P0
61.21, 97, 40, 69, P0
84.94, 99, 41, 69, P0
73.70, 96, 44, 69, P0
69.04, 97, 39, 69, P0
74.22, 99, 47, 69, P0
76.43, 98, 40, 69, P0
67.40, 99, 37, 69, P0
70.38, 97, 34, 70, P0
71.68, 96, 40, 69, P0
51.39, 99, 42, 70, P0
46.62, 93, 41, 69, P0
49.13, 98, 40, 69, P0
72.36, 100, 43, 69, P0
67.98, 99, 44, 69, P0
51.19, 99, 38, 69, P0
65.80, 98, 43, 69, P0
76.14, 95, 47, 69, P0
68.65, 98, 32, 69, P0
50.71, 95, 32, 70, P0
72.64, 88, 37, 69, P0
74.66, 97, 40, 69, P0
76.24, 95, 42, 70, P0
53.38, 99, 38, 69, P0
50.23, 92, 39, 69, P0
79.40, 98, 42, 69, P0
53.48, 100, 40, 69, P0
71.87, 98, 42, 69, P0
