power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
39.93, 72, 30, 69, P0
53.99, 98, 38, 70, P0
70.78, 98, 43, 70, P0
53.51, 99, 39, 69, P0
47.07, 96, 40, 70, P0
71.54, 97, 43, 70, P0
65.63, 99, 37, 70, P0
60.37, 79, 37, 69, P0
40.05, 98, 38, 69, P0
54.66, 98, 45, 69, P0
42.41, 97, 39, 70, P0
64.00, 98, 38, 70, P0
79.11, 97, 45, 69, P0
63.41, 92, 46, 70, P0
87.47, 99, 34, 70, P0
52.32, 91, 33, 69, P0
69.42, 91, 42, 70, P0
74.32, 97, 35, 70, P0
64.46, 98, 42, 70, P0
62.52, 99, 39, 69, P0
88.51, 97, 43, 70, P0
56.07, 97, 40, 70, P0
68.95, 98, 41, 70, P0
75.18, 92, 31, 70, P0
93.67, 83, 35, 70, P0
72.59, 98, 43, 70, P0
73.75, 94, 43, 70, P0
52.13, 98, 39, 69, P0
57.64, 97, 41, 69, P0
72.21, 97, 45, 70, P0
59.89, 98, 35, 69, P0
79.11, 95, 31, 70, P0
69.96, 86, 36, 70, P0
59.02, 94, 37, 70, P0
75.18, 95, 42, 70, P0
59.63, 99, 40, 70, P0
52.48, 92, 41, 70, P0
49.94, 98, 42, 69, P0
50.17, 99, 44, 69, P0
89.12, 99, 44, 70, P0
79.35, 99, 39, 69, P0
81.60, 98, 43, 70, P0
71.19, 93, 48, 70, P0
69.61, 99, 29, 70, P0
77.00, 93, 33, 69, P0
54.02, 87, 41, 70, P0
63.89, 97, 32, 70, P0
61.58, 97, 40, 70, P0
65.43, 98, 40, 70, P0
56.72, 98, 43, 70, P0
79.73, 93, 50, 70, P0
80.88, 99, 35, 70, P0
85.31, 91, 42, 70, P0
80.82, 98, 43, 70, P0
72.07, 98, 36, 70, P0
80.88, 96, 42, 70, P0
79.11, 98, 38, 70, P0
72.50, 97, 40, 70, P0
61.25, 97, 44, 70, P0
80.82, 98, 40, 70, P0
71.88, 95, 33, 70, P0
77.92, 86, 35, 70, P0
72.89, 98, 42, 70, P0
66.66, 93, 42, 70, P0
49.40, 99, 39, 70, P0
55.56, 91, 39, 70, P0
74.99, 98, 42, 70, P0
50.90, 99, 40, 69, P0
