power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
47.27, 87, 37, 68, P0
48.91, 97, 34, 69, P0
65.75, 98, 42, 69, P0
68.89, 99, 40, 69, P0
45.36, 99, 48, 69, P0
71.20, 93, 47, 69, P0
73.79, 99, 34, 69, P0
74.37, 92, 37, 69, P0
77.25, 87, 40, 69, P0
71.68, 97, 33, 69, P0
74.13, 97, 40, 69, P0
51.77, 98, 42, 69, P0
49.78, 96, 46, 69, P0
71.49, 98, 38, 69, P0
59.19, 99, 47, 69, P0
51.00, 97, 41, 69, P0
66.52, 99, 38, 69, P0
72.83, 98, 44, 69, P0
74.70, 94, 47, 69, P0
73.74, 99, 29, 69, P0
49.55, 94, 35, 69, P0
75.57, 88, 38, 69, P0
91.08, 97, 37, 69, P0
62.62, 96, 38, 69, P0
81.55, 99, 43, 69, P0
73.65, 93, 40, 69, P0
66.87, 95, 47, 69, P0
76.86, 98, 32, 69, P0
76.19, 95, 31, 69, P0
79.02, 88, 38, 69, P0
89.52, 97, 39, 70, P0
64.60, 95, 42, 69, P0
66.06, 99, 41, 69, P0
77.72, 92, 40, 69, P0
56.59, 98, 42, 69, P0
51.84, 100, 40, 69, P0
88.05, 98, 43, 69, P0
73.50, 99, 38, 69, P0
82.61, 98, 41, 69, P0
69.66, 97, 44, 69, P0
58.87, 98, 42, 69, P0
77.05, 96, 34, 69, P0
71.49, 88, 38, 69, P0
59.35, 99, 43, 69, P0
66.87, 94, 44, 69, P0
53.86, 99, 36, 69, P0
53.48, 97, 42, 69, P0
77.53, 97, 40, 69, P0
51.93, 96, 40, 69, P0
70.81, 97, 36, 69, P0
66.62, 91, 35, 69, P0
47.07, 99, 48, 69, P0
62.08, 93, 47, 69, P0
80.02, 99, 35, 69, P0
71.24, 92, 34, 69, P0
99.39, 88, 41, 70, P0
87.76, 97, 34, 69, P0
85.76, 97, 40, 69, P0
57.88, 99, 41, 69, P0
61.83, 96, 45, 69, P0
70.05, 98, 38, 70, P0
66.87, 99, 47, 69, P0
80.17, 97, 40, 69, P0
70.67, 99, 37, 69, P0
41.81, 99, 43, 69, P0
71.01, 94, 47, 69, P0
74.99, 99, 30, 70, P0
78.49, 94, 42, 69, P0
53.28, 98, 40, 70, P0
71.15, 100, 43, 69, P0
82.13, 99, 44, 69, P0
81.26, 99, 37, 69, P0
55.56, 99, 43, 69, P0
68.69, 96, 46, 69, P0
61.98, 98, 34, 69, P0
74.32, 95, 33, 69, P0
75.14, 88, 39, 69, P0
65.56, 97, 41, 69, P0
70.82, 95, 43, 69, P0
62.20, 99, 39, 69, P0
50.33, 92, 41, 69, P0
55.08, 98, 42, 69, P0
51.84, 99, 38, 69, P0
48.91, 98, 43, 69, P0
64.31, 99, 39, 69, P0
72.98, 97, 40, 69, P0
66.77, 97, 42, 69, P0
63.77, 98, 41, 69, P0
79.78, 91, 40, 69, P0
93.60, 98, 43, 69, P0
72.16, 98, 35, 69, P0
73.07, 98, 42, 69, P0
52.16, 99, 40, 69, P0
78.91, 97, 42, 69, P0
67.83, 97, 40, 69, P0
73.94, 99, 44, 69, P0
75.38, 97, 40, 69, P0
76.38, 96, 38, 69, P0
89.86, 99, 45, 69, P0
68.50, 94, 47, 69, P0
84.56, 99, 35, 69, P0
59.69, 92, 35, 69, P0
81.80, 87, 40, 69, P0
77.63, 97, 34, 69, P0
65.85, 98, 40, 69, P0
72.16, 99, 41, 69, P0
83.23, 96, 45, 69, P0
56.05, 98, 37, 69, P0
52.74, 99, 45, 69, P0
83.42, 97, 39, 69, P0
81.03, 85, 39, 69, P0
64.79, 97, 33, 69, P0
73.65, 97, 39, 69, P0
64.22, 99, 40, 69, P0
56.40, 96, 44, 69, P0
73.79, 97, 38, 69, P0
67.79, 99, 46, 69, P0
53.41, 97, 40, 69, P0
66.62, 99, 40, 69, P0
78.78, 99, 44, 69, P0
68.26, 94, 50, 69, P0
87.05, 99, 31, 69, P0
50.55, 92, 33, 69, P0
57.33, 87, 39, 69, P0
73.41, 97, 33, 69, P0
68.89, 97, 40, 69, P0
55.95, 99, 43, 69, P0
58.26, 95, 43, 69, P0
62.04, 97, 39, 69, P0
82.99, 99, 44, 69, P0
75.47, 99, 43, 69, P0
75.57, 88, 37, 69, P0
88.62, 97, 37, 70, P0
68.94, 95, 42, 69, P0
74.85, 99, 41, 70, P0
56.14, 92, 40, 69, P0
53.57, 98, 42, 70, P0
55.08, 100, 40, 70, P0
59.19, 98, 43, 70, P0
55.56, 99, 38, 69, P0
57.46, 97, 40, 69, P0
76.05, 97, 41, 69, P0
83.37, 99, 40, 69, P0
74.27, 97, 35, 69, P0
78.35, 89, 37, 69, P0
74.61, 99, 48, 69, P0
74.42, 94, 45, 69, P0
52.61, 100, 34, 69, P0
74.46, 92, 36, 70, P0
53.19, 92, 42, 69, P0
52.93, 98, 35, 69, P0
86.19, 97, 40, 69, P0
63.39, 100, 39, 69, P0
84.08, 99, 44, 69, P0
64.08, 94, 49, 69, P0
60.98, 99, 31, 69, P0
47.27, 93, 32, 69, P0
66.19, 87, 39, 69, P0
64.70, 97, 32, 69, P0
70.28, 97, 39, 69, P0
64.50, 99, 42, 69, P0
68.40, 97, 46, 70, P0
79.16, 97, 38, 70, P0
56.43, 99, 46, 69, P0
44.10, 98, 39, 69, P0
72.26, 99, 39, 69, P0
44.52, 99, 44, 69, P0
71.82, 94, 48, 69, P0
65.03, 99, 29, 69, P0
78.25, 94, 33, 69, P0
54.06, 87, 41, 69, P0
67.00, 97, 35, 69, P0
62.00, 98, 41, 70, P0
83.28, 99, 37, 69, P0
75.90, 99, 43, 69, P0
64.79, 95, 47, 69, P0
73.55, 98, 32, 69, P0
84.94, 94, 34, 69, P0
76.72, 88, 37, 69, P0
73.12, 97, 37, 69, P0
79.59, 96, 39, 69, P0
72.98, 99, 42, 69, P0
80.93, 93, 41, 69, P0
52.51, 98, 42, 69, P0
49.55, 100, 43, 69, P0
81.93, 98, 43, 69, P0
65.37, 99, 40, 69, P0
78.20, 98, 43, 70, P0
60.35, 94, 45, 69, P0
83.85, 98, 38, 69, P0
47.27, 96, 34, 69, P0
69.23, 87, 37, 69, P0
66.52, 99, 38, 69, P0
63.64, 98, 42, 69, P0
48.81, 99, 39, 69, P0
51.58, 97, 40, 69, P0
60.44, 97, 42, 69, P0
84.18, 99, 40, 69, P0
76.86, 96, 34, 69, P0
77.15, 89, 36, 69, P0
81.65, 99, 48, 69, P0
66.77, 94, 46, 69, P0
95.42, 99, 35, 70, P0
51.87, 91, 35, 69, P0
52.87, 87, 41, 69, P0
62.14, 97, 34, 70, P0
62.62, 97, 39, 69, P0
54.31, 99, 42, 69, P0
56.85, 97, 46, 69, P0
74.70, 98, 39, 69, P0
83.28, 99, 48, 69, P0
75.33, 98, 42, 69, P0
79.21, 99, 38, 69, P0
73.02, 97, 37, 70, P0
61.50, 96, 39, 69, P0
70.09, 99, 41, 70, P0
68.56, 93, 42, 69, P0
64.70, 98, 40, 69, P0
58.00, 100, 43, 69, P0
87.86, 99, 43, 69, P0
73.36, 99, 40, 69, P0
69.86, 99, 43, 69, P0
66.96, 95, 47, 69, P0
64.89, 99, 32, 69, P0
82.46, 95, 32, 70, P0
75.04, 88, 38, 69, P0
64.79, 97, 39, 69, P0
74.22, 95, 43, 69, P0
64.22, 99, 39, 69, P0
67.00, 92, 40, 69, P0
77.63, 98, 42, 69, P0
56.24, 100, 39, 69, P0
43.53, 98, 43, 70, P0
72.02, 99, 39, 69, P0
64.50, 97, 40, 69, P0
64.60, 94, 42, 69, P0
62.58, 99, 38, 69, P0
79.50, 92, 42, 69, P0
53.86, 98, 43, 69, P0
70.91, 98, 37, 69, P0
78.83, 98, 43, 70, P0
78.30, 99, 40, 69, P0
59.00, 97, 42, 69, P0
75.18, 97, 40, 70, P0
72.64, 99, 41, 69, P0
74.80, 97, 38, 69, P0
69.04, 91, 36, 69, P0
85.48, 99, 48, 70, P0
76.24, 94, 46, 69, P0
75.33, 99, 34, 70, P0
63.45, 92, 34, 69, P0
52.06, 94, 43, 69, P0
50.90, 98, 35, 69, P0
90.67, 98, 42, 69, P0
76.05, 99, 40, 69, P0
81.22, 97, 42, 70, P0
63.49, 94, 46, 69, P0
62.91, 99, 34, 69, P0
51.10, 90, 35, 70, P0
63.74, 89, 41, 69, P0
73.22, 97, 34, 69, P0
68.02, 97, 40, 69, P0
51.93, 99, 42, 69, P0
56.24, 97, 46, 69, P0
78.54, 98, 38, 69, P0
52.51, 99, 47, 69, P0
79.64, 98, 41, 69, P0
78.59, 99, 38, 69, P0
89.00, 98, 44, 69, P0
58.29, 94, 46, 69, P0
81.60, 98, 31, 69, P0
60.06, 94, 34, 69, P0
85.33, 88, 37, 69, P0
78.97, 99, 44, 69, P0
64.71, 98, 44, 69, P0
63.41, 99, 38, 69, P0
84.37, 98, 43, 69, P0
51.35, 95, 46, 69, P0
57.17, 98, 33, 69, P0
87.38, 95, 31, 69, P0
77.10, 88, 38, 70, P0
63.25, 97, 37, 69, P0
71.39, 96, 42, 69, P0
62.10, 99, 42, 69, P0
51.16, 92, 41, 69, P0
53.96, 98, 41, 69, P0
69.56, 100, 42, 69, P0
46.52, 98, 43, 70, P0
66.91, 99, 39, 69, P0
73.22, 98, 43, 70, P0
75.47, 96, 46, 69, P0
64.94, 98, 37, 70, P0
49.78, 96, 34, 69, P0
59.19, 88, 38, 69, P0
73.31, 98, 42, 69, P0
64.16, 98, 42, 69, P0
52.71, 99, 38, 69, P0
60.25, 96, 41, 69, P0
79.74, 97, 45, 70, P0
82.13, 98, 39, 69, P0
71.20, 96, 34, 69, P0
