power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
47.29, 99, 47, 68, P0
59.00, 100, 43, 69, P0
87.95, 98, 43, 69, P0
72.06, 98, 40, 69, P0
64.46, 98, 43, 70, P0
65.81, 96, 46, 69, P0
71.49, 98, 34, 69, P0
74.22, 95, 33, 70, P0
87.53, 88, 38, 69, P0
76.14, 97, 41, 69, P0
74.27, 95, 42, 69, P0
55.41, 99, 39, 69, P0
55.85, 98, 41, 69, P0
64.31, 97, 44, 69, P0
66.14, 98, 42, 69, P0
50.62, 96, 34, 69, P0
60.60, 88, 38, 69, P0
77.92, 99, 42, 69, P0
70.91, 94, 44, 69, P0
68.65, 99, 36, 69, P0
64.85, 92, 41, 69, P0
47.87, 98, 43, 69, P0
90.67, 97, 34, 70, P0
56.82, 98, 43, 69, P0
83.56, 99, 40, 69, P0
78.01, 97, 41, 69, P0
73.75, 97, 40, 69, P0
75.38, 98, 43, 69, P0
73.84, 97, 40, 69, P0
81.46, 100, 39, 69, P0
70.57, 99, 43, 69, P0
73.07, 94, 49, 69, P0
53.67, 99, 30, 69, P0
46.23, 96, 46, 69, P0
42.85, 98, 39, 69, P0
86.32, 99, 47, 69, P0
52.61, 98, 42, 69, P0
85.08, 99, 38, 69, P0
46.52, 99, 43, 69, P0
67.10, 95, 47, 69, P0
71.68, 98, 32, 69, P0
90.15, 95, 32, 69, P0
62.62, 88, 38, 69, P0
75.18, 97, 36, 69, P0
72.02, 96, 39, 69, P0
52.45, 99, 43, 69, P0
81.94, 93, 41, 69, P0
60.73, 98, 41, 69, P0
58.75, 100, 42, 69, P0
74.90, 98, 43, 70, P0
78.49, 99, 39, 69, P0
93.32, 99, 44, 69, P0
64.60, 96, 46, 69, P0
91.81, 98, 34, 69, P0
58.36, 92, 41, 69, P0
78.49, 98, 42, 69, P0
75.71, 100, 40, 69, P0
63.58, 98, 42, 69, P0
58.19, 99, 38, 69, P0
50.68, 98, 41, 69, P0
73.26, 97, 44, 69, P0
64.75, 98, 42, 69, P0
75.18, 96, 34, 69, P0
68.22, 88, 37, 69, P0
43.26, 99, 44, 70, P0
72.35, 94, 44, 69, P0
79.16, 99, 36, 69, P0
75.04, 92, 41, 69, P0
54.06, 97, 44, 69, P0
65.41, 98, 35, 69, P0
72.93, 98, 42, 69, P0
61.46, 99, 40, 69, P0
45.07, 97, 42, 69, P0
68.54, 97, 40, 69, P0
72.74, 98, 43, 69, P0
66.63, 92, 34, 69, P0
83.85, 87, 41, 69, P0
71.78, 98, 34, 69, P0
74.75, 98, 40, 69, P0
73.89, 98, 41, 69, P0
57.97, 96, 44, 69, P0
61.48, 97, 38, 69, P0
64.70, 99, 45, 69, P0
53.48, 97, 40, 70, P0
68.16, 100, 40, 69, P0
78.40, 99, 43, 69, P0
71.30, 94, 49, 69, P0
56.88, 99, 29, 69, P0
62.81, 94, 33, 69, P0
80.50, 86, 41, 69, P0
