CMDLINE /scrap/users/blazquez/.conda/envs/pyeddl_cpu/bin/python3.8 6_drive_memoryusage.py
MEM 16428.308594 1619776387.2955
MEM 16428.308594 1619776387.3957
MEM 16428.308594 1619776387.4959
MEM 16428.308594 1619776387.5962
MEM 16428.308594 1619776387.6967
MEM 16428.308594 1619776387.7973
MEM 16428.308594 1619776387.8981
MEM 16428.308594 1619776387.9986
MEM 16428.308594 1619776388.0991
MEM 16428.308594 1619776388.1996
MEM 16428.308594 1619776388.2999
MEM 16428.308594 1619776388.4001
MEM 16428.308594 1619776388.5003
MEM 16428.308594 1619776388.6005
MEM 16428.308594 1619776388.7007
MEM 16392.210938 1619776388.8017
MEM 16409.089844 1619776388.9021
MEM 16416.218750 1619776389.0028
MEM 16416.308594 1619776389.1034
MEM 16416.308594 1619776389.2039
MEM 16416.308594 1619776389.3046
MEM 16416.308594 1619776389.4052
MEM 16416.308594 1619776389.5058
MEM 16416.308594 1619776389.6064
MEM 16459.355469 1619776389.7068
MEM 16488.312500 1619776389.8070
MEM 16488.312500 1619776389.9072
MEM 16488.312500 1619776390.0075
MEM 16488.312500 1619776390.1078
MEM 16488.312500 1619776390.2081
MEM 16488.312500 1619776390.3084
MEM 16488.312500 1619776390.4087
MEM 16488.312500 1619776390.5090
MEM 16488.312500 1619776390.6094
MEM 16416.308594 1619776390.7097
MEM 16416.308594 1619776390.8101
MEM 16416.308594 1619776390.9105
MEM 16416.308594 1619776391.0108
MEM 16416.308594 1619776391.1111
MEM 16416.308594 1619776391.2115
MEM 16416.308594 1619776391.3118
MEM 16416.308594 1619776391.4121
MEM 16416.308594 1619776391.5125
MEM 16416.308594 1619776391.6128
MEM 16416.308594 1619776391.7131
MEM 16416.308594 1619776391.8135
MEM 16416.308594 1619776391.9138
MEM 16416.308594 1619776392.0141
MEM 16416.308594 1619776392.1147
MEM 16416.308594 1619776392.2160
MEM 16416.308594 1619776392.3166
MEM 16416.308594 1619776392.4173
MEM 16416.308594 1619776392.5177
MEM 16416.308594 1619776392.6181
MEM 16416.308594 1619776392.7185
MEM 16452.312500 1619776392.8188
MEM 16452.312500 1619776392.9190
MEM 16452.312500 1619776393.0192
MEM 16452.312500 1619776393.1195
MEM 16452.312500 1619776393.2197
MEM 16416.308594 1619776393.3199
MEM 16416.308594 1619776393.4201
MEM 16416.308594 1619776393.5203
MEM 16416.308594 1619776393.6206
MEM 16416.308594 1619776393.7209
MEM 16416.308594 1619776393.8212
MEM 16416.308594 1619776393.9219
MEM 16415.371094 1619776394.0227
MEM 16525.859375 1619776394.1231
MEM 16559.843750 1619776394.2233
MEM 16559.843750 1619776394.3235
MEM 16559.843750 1619776394.4237
MEM 16559.843750 1619776394.5240
MEM 16559.843750 1619776394.6242
MEM 16559.843750 1619776394.7244
MEM 16559.843750 1619776394.8246
MEM 16559.843750 1619776394.9248
MEM 16559.843750 1619776395.0251
MEM 16559.843750 1619776395.1253
MEM 16415.839844 1619776395.2255
MEM 16415.839844 1619776395.3257
MEM 16415.839844 1619776395.4259
MEM 16415.839844 1619776395.5261
MEM 16415.839844 1619776395.6264
MEM 16415.839844 1619776395.7266
MEM 16415.839844 1619776395.8268
MEM 16415.839844 1619776395.9270
MEM 16415.839844 1619776396.0273
MEM 16415.839844 1619776396.1275
MEM 16415.839844 1619776396.2277
MEM 16415.839844 1619776396.3280
MEM 16415.839844 1619776396.4282
MEM 16415.839844 1619776396.5285
MEM 16415.839844 1619776396.6287
MEM 16415.839844 1619776396.7289
MEM 16415.839844 1619776396.8291
MEM 16415.839844 1619776396.9293
MEM 16415.839844 1619776397.0295
MEM 16415.839844 1619776397.1297
MEM 16415.839844 1619776397.2299
MEM 16415.839844 1619776397.3302
MEM 16415.839844 1619776397.4304
MEM 16415.839844 1619776397.5306
MEM 16415.839844 1619776397.6308
MEM 16415.839844 1619776397.7310
MEM 16415.839844 1619776397.8317
MEM 16415.347656 1619776397.9332
MEM 16474.703125 1619776398.0336
MEM 16487.820312 1619776398.1338
MEM 16487.820312 1619776398.2341
MEM 16487.820312 1619776398.3344
MEM 16487.820312 1619776398.4347
MEM 16415.816406 1619776398.5350
MEM 16415.816406 1619776398.6353
MEM 16415.816406 1619776398.7356
MEM 16415.816406 1619776398.8359
MEM 16415.816406 1619776398.9362
MEM 16374.937500 1619776399.0367
MEM 16374.925781 1619776399.1371
MEM 16438.785156 1619776399.2376
MEM 16405.964844 1619776399.3382
MEM 16405.964844 1619776399.4387
MEM 16405.964844 1619776399.5396
MEM 16405.964844 1619776399.6407
MEM 16405.964844 1619776399.7411
MEM 16405.964844 1619776399.8416
MEM 16405.964844 1619776399.9420
MEM 16560.566406 1619776400.0426
MEM 16726.691406 1619776400.1431
MEM 16726.691406 1619776400.2435
MEM 16726.691406 1619776400.3440
MEM 16726.691406 1619776400.4445
MEM 16726.691406 1619776400.5450
MEM 16726.691406 1619776400.6454
MEM 16726.691406 1619776400.7459
MEM 16726.691406 1619776400.8464
MEM 16726.691406 1619776400.9469
MEM 16726.691406 1619776401.0475
MEM 16694.687500 1619776401.1478
MEM 16429.507812 1619776401.2480
MEM 16406.683594 1619776401.3482
MEM 16406.683594 1619776401.4485
MEM 16406.683594 1619776401.5487
MEM 16406.683594 1619776401.6490
MEM 16406.683594 1619776401.7492
MEM 16406.683594 1619776401.8494
MEM 16406.683594 1619776401.9496
MEM 16406.683594 1619776402.0498
MEM 16406.683594 1619776402.1500
MEM 16406.683594 1619776402.2502
MEM 16406.683594 1619776402.3504
MEM 16406.683594 1619776402.4506
MEM 16406.683594 1619776402.5508
MEM 16406.683594 1619776402.6511
MEM 16406.683594 1619776402.7513
MEM 16406.683594 1619776402.8515
MEM 16406.683594 1619776402.9517
MEM 16406.683594 1619776403.0519
MEM 16406.277344 1619776403.1525
MEM 16409.867188 1619776403.2532
MEM 16382.820312 1619776403.3537
MEM 16450.632812 1619776403.4540
MEM 16559.546875 1619776403.5543
MEM 16559.546875 1619776403.6545
MEM 16559.546875 1619776403.7547
MEM 16559.546875 1619776403.8550
MEM 16559.546875 1619776403.9553
MEM 16383.539062 1619776404.0556
MEM 16383.539062 1619776404.1559
MEM 16383.539062 1619776404.2563
MEM 16383.539062 1619776404.3566
MEM 16383.539062 1619776404.4569
MEM 16383.539062 1619776404.5573
MEM 16383.539062 1619776404.6576
MEM 16383.539062 1619776404.7579
MEM 16351.535156 1619776404.8583
MEM 16415.539062 1619776404.9590
MEM 16473.789062 1619776405.0601
MEM 16479.199219 1619776405.1608
MEM 16479.542969 1619776405.2614
MEM 16479.542969 1619776405.3619
MEM 16414.734375 1619776405.4624
MEM 16414.570312 1619776405.5627
MEM 16414.570312 1619776405.6629
MEM 16414.570312 1619776405.7632
MEM 16414.570312 1619776405.8634
MEM 16414.570312 1619776405.9637
MEM 16414.570312 1619776406.0640
MEM 16414.570312 1619776406.1643
MEM 16414.570312 1619776406.2645
MEM 16414.570312 1619776406.3647
MEM 16414.910156 1619776406.4650
MEM 16625.242188 1619776406.5654
MEM 16887.437500 1619776406.6657
MEM 17055.421875 1619776406.7660
MEM 17055.421875 1619776406.8664
MEM 17055.421875 1619776406.9667
MEM 17055.421875 1619776407.0669
MEM 17055.421875 1619776407.1672
MEM 17055.421875 1619776407.2675
MEM 17055.421875 1619776407.3678
MEM 17055.421875 1619776407.4680
MEM 17055.421875 1619776407.5684
MEM 17055.421875 1619776407.6687
MEM 16991.417969 1619776407.7690
MEM 16991.417969 1619776407.8693
MEM 16415.414062 1619776407.9695
MEM 16415.414062 1619776408.0698
MEM 16415.414062 1619776408.1701
MEM 16415.414062 1619776408.2703
MEM 16415.414062 1619776408.3707
MEM 16415.414062 1619776408.4709
MEM 16415.414062 1619776408.5712
MEM 16415.414062 1619776408.6717
MEM 16415.414062 1619776408.7720
MEM 16415.414062 1619776408.8723
MEM 16415.414062 1619776408.9726
MEM 16415.414062 1619776409.0729
MEM 16415.414062 1619776409.1732
MEM 16415.414062 1619776409.2735
MEM 16415.414062 1619776409.3737
MEM 16415.414062 1619776409.4740
MEM 16415.414062 1619776409.5743
MEM 16415.414062 1619776409.6746
MEM 16415.414062 1619776409.7749
MEM 16415.414062 1619776409.8751
MEM 16415.414062 1619776409.9755
MEM 16415.414062 1619776410.0757
MEM 16415.414062 1619776410.1760
MEM 16415.414062 1619776410.2763
MEM 16415.414062 1619776410.3766
MEM 16415.414062 1619776410.4768
MEM 16415.414062 1619776410.5771
MEM 16415.414062 1619776410.6774
MEM 16415.414062 1619776410.7777
MEM 16415.414062 1619776410.8780
MEM 16379.972656 1619776410.9798
MEM 16351.410156 1619776411.0804
MEM 16414.585938 1619776411.1813
MEM 16415.156250 1619776411.2820
MEM 16415.347656 1619776411.3824
MEM 16415.414062 1619776411.4827
MEM 16415.414062 1619776411.5832
MEM 16350.566406 1619776411.6836
MEM 16350.566406 1619776411.7838
MEM 16368.718750 1619776411.8842
MEM 16351.410156 1619776411.9846
MEM 16351.410156 1619776412.0851
MEM 16287.406250 1619776412.1856
MEM 16287.406250 1619776412.2860
MEM 16287.406250 1619776412.3863
MEM 16287.406250 1619776412.4869
MEM 16287.406250 1619776412.5873
MEM 16287.406250 1619776412.6877
MEM 16287.410156 1619776412.7882
MEM 16287.414062 1619776412.8885
MEM 16287.414062 1619776412.9890
MEM 16287.414062 1619776413.0896
MEM 16287.414062 1619776413.1902
MEM 16287.414062 1619776413.2908
MEM 16287.414062 1619776413.3914
MEM 16287.414062 1619776413.4924
MEM 16287.414062 1619776413.5930
MEM 16287.414062 1619776413.6934
MEM 16287.414062 1619776413.7940
MEM 16287.414062 1619776413.8946
MEM 16287.414062 1619776413.9951
MEM 16287.414062 1619776414.0959
MEM 16287.414062 1619776414.1964
MEM 16287.414062 1619776414.2969
MEM 16287.414062 1619776414.3974
MEM 16287.414062 1619776414.4980
MEM 16287.414062 1619776414.5983
MEM 16287.414062 1619776414.6987
MEM 16287.414062 1619776414.7991
MEM 16287.414062 1619776414.8995
MEM 16287.414062 1619776415.0000
MEM 16287.414062 1619776415.1005
MEM 16287.414062 1619776415.2009
MEM 16287.414062 1619776415.3015
MEM 16287.414062 1619776415.4025
MEM 16287.414062 1619776415.5033
MEM 16287.414062 1619776415.6040
MEM 16287.437500 1619776415.7048
MEM 16287.437500 1619776415.8055
MEM 16287.437500 1619776415.9064
MEM 16287.437500 1619776416.0071
MEM 16287.437500 1619776416.1076
MEM 16351.394531 1619776416.2080
MEM 16287.437500 1619776416.3090
MEM 16287.437500 1619776416.4107
MEM 16287.437500 1619776416.5118
MEM 16287.437500 1619776416.6130
MEM 16287.437500 1619776416.7137
MEM 16287.437500 1619776416.8144
MEM 16287.437500 1619776416.9147
MEM 16287.437500 1619776417.0149
MEM 16287.437500 1619776417.1154
MEM 16287.437500 1619776417.2156
MEM 16287.437500 1619776417.3162
MEM 16287.437500 1619776417.4167
MEM 16287.437500 1619776417.5170
MEM 16287.437500 1619776417.6173
MEM 16287.437500 1619776417.7176
MEM 16287.437500 1619776417.8179
MEM 16287.437500 1619776417.9183
MEM 16287.437500 1619776418.0189
MEM 16287.437500 1619776418.1195
MEM 16287.437500 1619776418.2200
MEM 16287.437500 1619776418.3206
MEM 16287.437500 1619776418.4212
MEM 16287.437500 1619776418.5217
MEM 16287.437500 1619776418.6220
MEM 16287.437500 1619776418.7226
MEM 16287.437500 1619776418.8230
MEM 16287.437500 1619776418.9233
MEM 16287.437500 1619776419.0236
MEM 16287.437500 1619776419.1238
MEM 16287.437500 1619776419.2241
MEM 16287.437500 1619776419.3244
MEM 16287.437500 1619776419.4247
MEM 16287.437500 1619776419.5250
MEM 16287.437500 1619776419.6253
MEM 16287.437500 1619776419.7256
MEM 16287.437500 1619776419.8259
MEM 16351.441406 1619776419.9261
MEM 16351.441406 1619776420.0264
MEM 16351.441406 1619776420.1267
MEM 16351.441406 1619776420.2270
MEM 16351.441406 1619776420.3273
MEM 16351.441406 1619776420.4276
MEM 16351.441406 1619776420.5279
MEM 16351.441406 1619776420.6281
MEM 16351.441406 1619776420.7284
MEM 16351.441406 1619776420.8290
MEM 16351.441406 1619776420.9295
MEM 16351.441406 1619776421.0299
MEM 16351.441406 1619776421.1302
MEM 16351.441406 1619776421.2305
MEM 16287.437500 1619776421.3323
MEM 16287.437500 1619776421.4337
MEM 16287.437500 1619776421.5357
MEM 16287.437500 1619776421.6369
MEM 16287.437500 1619776421.7375
MEM 16287.437500 1619776421.8381
MEM 16287.437500 1619776421.9385
MEM 16287.437500 1619776422.0388
MEM 16287.437500 1619776422.1390
MEM 16287.437500 1619776422.2393
MEM 16287.437500 1619776422.3396
MEM 16287.437500 1619776422.4398
MEM 16287.437500 1619776422.5400
MEM 16287.437500 1619776422.6402
MEM 16287.437500 1619776422.7405
MEM 16319.441406 1619776422.8409
MEM 16319.441406 1619776422.9412
MEM 16319.441406 1619776423.0414
MEM 16319.441406 1619776423.1416
MEM 16319.441406 1619776423.2419
MEM 16319.441406 1619776423.3421
MEM 16287.437500 1619776423.4432
MEM 16287.437500 1619776423.5438
MEM 16287.437500 1619776423.6440
MEM 16287.437500 1619776423.7443
MEM 16287.437500 1619776423.8446
MEM 16287.437500 1619776423.9449
MEM 16287.437500 1619776424.0458
MEM 16287.437500 1619776424.1465
MEM 16287.437500 1619776424.2472
MEM 16287.437500 1619776424.3479
MEM 16287.437500 1619776424.4487
MEM 16287.437500 1619776424.5494
MEM 16287.437500 1619776424.6496
MEM 16287.437500 1619776424.7499
MEM 16287.437500 1619776424.8501
MEM 16287.437500 1619776424.9506
MEM 16287.437500 1619776425.0509
MEM 16287.437500 1619776425.1511
MEM 16287.437500 1619776425.2513
MEM 16287.437500 1619776425.3517
MEM 16414.042969 1619776425.4520
MEM 16465.445312 1619776425.5524
MEM 16465.445312 1619776425.6527
MEM 16465.445312 1619776425.7530
MEM 16465.445312 1619776425.8534
MEM 16465.445312 1619776425.9537
MEM 16465.445312 1619776426.0540
MEM 16465.445312 1619776426.1543
MEM 16465.445312 1619776426.2546
MEM 16465.445312 1619776426.3551
MEM 16465.445312 1619776426.4559
MEM 16287.437500 1619776426.5566
MEM 16287.437500 1619776426.6575
MEM 16287.437500 1619776426.7580
MEM 16287.437500 1619776426.8583
MEM 16287.437500 1619776426.9591
MEM 16287.437500 1619776427.0598
MEM 16287.437500 1619776427.1605
MEM 16287.437500 1619776427.2611
MEM 16326.476562 1619776427.3614
MEM 16326.476562 1619776427.4616
MEM 16326.476562 1619776427.5619
MEM 16326.476562 1619776427.6622
MEM 16326.476562 1619776427.7625
MEM 16290.023438 1619776427.8634
MEM 16290.023438 1619776427.9638
MEM 16290.023438 1619776428.0641
MEM 16290.023438 1619776428.1645
MEM 16290.023438 1619776428.2649
MEM 16290.023438 1619776428.3653
MEM 16290.023438 1619776428.4657
MEM 16290.023438 1619776428.5660
MEM 16290.023438 1619776428.6664
MEM 16290.023438 1619776428.7667
MEM 16290.023438 1619776428.8670
MEM 16290.023438 1619776428.9674
MEM 16290.023438 1619776429.0680
MEM 16290.023438 1619776429.1683
MEM 16299.394531 1619776429.2688
MEM 16326.527344 1619776429.3694
MEM 16326.527344 1619776429.4699
MEM 16326.527344 1619776429.5704
MEM 16326.527344 1619776429.6707
MEM 16326.527344 1619776429.7711
MEM 16326.527344 1619776429.8717
MEM 16326.527344 1619776429.9720
MEM 16326.527344 1619776430.0725
MEM 16326.527344 1619776430.1728
MEM 16326.527344 1619776430.2730
MEM 16290.023438 1619776430.3734
MEM 16290.023438 1619776430.4738
MEM 16290.023438 1619776430.5741
MEM 16290.023438 1619776430.6743
MEM 16291.117188 1619776430.7745
MEM 16291.148438 1619776430.8747
MEM 16291.148438 1619776430.9749
MEM 16291.148438 1619776431.0752
MEM 16291.148438 1619776431.1754
MEM 16291.148438 1619776431.2756
MEM 16291.148438 1619776431.3760
MEM 16291.148438 1619776431.4762
MEM 16291.148438 1619776431.5764
MEM 16291.148438 1619776431.6766
MEM 16291.148438 1619776431.7769
MEM 16291.148438 1619776431.8771
MEM 16291.148438 1619776431.9773
MEM 16291.148438 1619776432.0776
MEM 16292.449219 1619776432.1782
MEM 16292.476562 1619776432.2785
MEM 16292.476562 1619776432.3790
MEM 16292.476562 1619776432.4795
MEM 16292.476562 1619776432.5800
MEM 16292.476562 1619776432.6802
MEM 16292.476562 1619776432.7805
MEM 16292.476562 1619776432.8807
MEM 16292.476562 1619776432.9809
MEM 16292.476562 1619776433.0811
MEM 16292.476562 1619776433.1816
MEM 16292.476562 1619776433.2819
MEM 16292.476562 1619776433.3823
MEM 16292.476562 1619776433.4825
MEM 16292.476562 1619776433.5827
MEM 16292.476562 1619776433.6829
MEM 16292.476562 1619776433.7832
MEM 16292.476562 1619776433.8834
MEM 16292.476562 1619776433.9836
MEM 16292.476562 1619776434.0839
MEM 16292.476562 1619776434.1841
MEM 16292.476562 1619776434.2843
MEM 16292.476562 1619776434.3845
MEM 16292.476562 1619776434.4847
MEM 16292.476562 1619776434.5849
MEM 16292.476562 1619776434.6852
MEM 16292.476562 1619776434.7854
MEM 16292.476562 1619776434.8856
MEM 16292.476562 1619776434.9858
MEM 16292.476562 1619776435.0860
MEM 16292.476562 1619776435.1866
MEM 16292.476562 1619776435.2870
MEM 16292.476562 1619776435.3876
MEM 16292.476562 1619776435.4881
MEM 16292.476562 1619776435.5883
MEM 16292.476562 1619776435.6886
MEM 16292.476562 1619776435.7888
MEM 16292.476562 1619776435.8891
MEM 16292.476562 1619776435.9893
MEM 16292.476562 1619776436.0896
MEM 16292.476562 1619776436.1898
MEM 16292.476562 1619776436.2900
MEM 16292.476562 1619776436.3902
MEM 16292.476562 1619776436.4904
MEM 16292.476562 1619776436.5906
MEM 16292.476562 1619776436.6908
MEM 16292.476562 1619776436.7911
MEM 16292.476562 1619776436.8913
MEM 16292.476562 1619776436.9915
MEM 16292.476562 1619776437.0918
MEM 16292.476562 1619776437.1924
MEM 16292.476562 1619776437.2929
MEM 16292.476562 1619776437.3931
MEM 16292.476562 1619776437.4934
MEM 16292.476562 1619776437.5937
MEM 16292.476562 1619776437.6940
MEM 16292.476562 1619776437.7943
MEM 16292.476562 1619776437.8948
MEM 16292.476562 1619776437.9951
MEM 16292.476562 1619776438.0955
MEM 16292.476562 1619776438.1962
MEM 16292.476562 1619776438.2968
MEM 16292.476562 1619776438.3973
MEM 16292.476562 1619776438.4979
MEM 16292.476562 1619776438.5982
MEM 16292.476562 1619776438.6986
MEM 16292.476562 1619776438.7989
MEM 16292.476562 1619776438.8991
MEM 16292.476562 1619776438.9994
MEM 16292.476562 1619776439.0997
MEM 16292.476562 1619776439.2000
MEM 16292.476562 1619776439.3006
MEM 16292.476562 1619776439.4009
MEM 16292.476562 1619776439.5012
MEM 16292.476562 1619776439.6015
MEM 16292.476562 1619776439.7019
MEM 16292.476562 1619776439.8021
MEM 16292.476562 1619776439.9024
MEM 16292.476562 1619776440.0027
MEM 16292.476562 1619776440.1030
MEM 16292.476562 1619776440.2033
MEM 16292.476562 1619776440.3036
MEM 16292.476562 1619776440.4039
MEM 16292.476562 1619776440.5044
MEM 16292.476562 1619776440.6049
MEM 16292.476562 1619776440.7054
MEM 16292.476562 1619776440.8058
MEM 16292.476562 1619776440.9061
MEM 16292.476562 1619776441.0064
MEM 16292.476562 1619776441.1068
MEM 16292.476562 1619776441.2071
MEM 16292.476562 1619776441.3075
MEM 16292.476562 1619776441.4081
MEM 16292.476562 1619776441.5085
MEM 16292.476562 1619776441.6091
MEM 16292.476562 1619776441.7093
MEM 16292.476562 1619776441.8095
MEM 16292.476562 1619776441.9097
MEM 16292.476562 1619776442.0100
MEM 16292.476562 1619776442.1102
MEM 16292.476562 1619776442.2104
MEM 16292.476562 1619776442.3107
MEM 16292.476562 1619776442.4109
MEM 16292.476562 1619776442.5112
MEM 16292.476562 1619776442.6115
MEM 16292.476562 1619776442.7118
MEM 16292.476562 1619776442.8120
MEM 16292.476562 1619776442.9122
MEM 16292.476562 1619776443.0124
MEM 16292.476562 1619776443.1126
MEM 16292.476562 1619776443.2129
MEM 16292.476562 1619776443.3131
MEM 16292.476562 1619776443.4133
MEM 16292.476562 1619776443.5135
MEM 16292.476562 1619776443.6137
MEM 16292.476562 1619776443.7141
MEM 16292.476562 1619776443.8147
MEM 16292.476562 1619776443.9151
MEM 16292.476562 1619776444.0154
MEM 16292.476562 1619776444.1158
MEM 16292.476562 1619776444.2161
MEM 16292.476562 1619776444.3163
MEM 16292.476562 1619776444.4165
MEM 16292.476562 1619776444.5167
MEM 16324.980469 1619776444.6170
MEM 16324.980469 1619776444.7173
MEM 16324.980469 1619776444.8175
MEM 16324.980469 1619776444.9178
MEM 16324.980469 1619776445.0180
MEM 16324.980469 1619776445.1182
MEM 16324.980469 1619776445.2185
MEM 16324.980469 1619776445.3187
MEM 16324.980469 1619776445.4192
MEM 16292.476562 1619776445.5195
MEM 16292.476562 1619776445.6200
MEM 16292.476562 1619776445.7202
MEM 16292.476562 1619776445.8205
MEM 16292.476562 1619776445.9207
MEM 16292.476562 1619776446.0209
MEM 16292.476562 1619776446.1211
MEM 16292.476562 1619776446.2214
MEM 16292.476562 1619776446.3218
MEM 16292.476562 1619776446.4224
MEM 16292.476562 1619776446.5229
MEM 16292.476562 1619776446.6232
MEM 16292.476562 1619776446.7237
MEM 16292.476562 1619776446.8243
MEM 16292.476562 1619776446.9250
MEM 16292.476562 1619776447.0254
MEM 16292.476562 1619776447.1258
MEM 16292.476562 1619776447.2263
MEM 16292.476562 1619776447.3267
MEM 16292.476562 1619776447.4273
MEM 16292.476562 1619776447.5278
MEM 16292.476562 1619776447.6282
MEM 16292.476562 1619776447.7286
MEM 16292.476562 1619776447.8289
MEM 16292.476562 1619776447.9294
MEM 16292.476562 1619776448.0297
MEM 16292.476562 1619776448.1301
MEM 16292.476562 1619776448.2305
MEM 16292.476562 1619776448.3308
MEM 16292.476562 1619776448.4312
MEM 16292.476562 1619776448.5316
MEM 16292.476562 1619776448.6319
MEM 16292.476562 1619776448.7323
MEM 16292.476562 1619776448.8327
MEM 16333.980469 1619776448.9332
MEM 16333.980469 1619776449.0339
MEM 16333.980469 1619776449.1345
MEM 16333.980469 1619776449.2349
MEM 16333.980469 1619776449.3355
MEM 16333.980469 1619776449.4362
MEM 16333.980469 1619776449.5369
MEM 16333.980469 1619776449.6376
MEM 16333.980469 1619776449.7380
MEM 16333.980469 1619776449.8384
MEM 16333.980469 1619776449.9388
MEM 16333.980469 1619776450.0391
MEM 16333.980469 1619776450.1395
MEM 16333.980469 1619776450.2398
MEM 16333.980469 1619776450.3401
MEM 16333.980469 1619776450.4404
MEM 16333.980469 1619776450.5408
MEM 16333.980469 1619776450.6411
MEM 16333.980469 1619776450.7414
MEM 16333.980469 1619776450.8417
MEM 16292.476562 1619776450.9425
MEM 16292.476562 1619776451.0429
MEM 16292.476562 1619776451.1435
MEM 16292.476562 1619776451.2438
MEM 16292.476562 1619776451.3441
MEM 16292.476562 1619776451.4444
MEM 16292.476562 1619776451.5448
MEM 16292.476562 1619776451.6451
MEM 16292.476562 1619776451.7455
MEM 16292.476562 1619776451.8458
MEM 16292.476562 1619776451.9461
MEM 16292.476562 1619776452.0463
MEM 16292.476562 1619776452.1467
MEM 16292.476562 1619776452.2472
MEM 16328.980469 1619776452.3475
MEM 16328.980469 1619776452.4481
MEM 16328.980469 1619776452.5484
MEM 16328.980469 1619776452.6487
MEM 16328.980469 1619776452.7490
MEM 16328.980469 1619776452.8493
MEM 16328.980469 1619776452.9496
MEM 16328.980469 1619776453.0499
MEM 16328.980469 1619776453.1503
MEM 16328.980469 1619776453.2505
MEM 16292.476562 1619776453.3511
MEM 16292.476562 1619776453.4516
MEM 16292.476562 1619776453.5519
MEM 16292.476562 1619776453.6526
MEM 16292.476562 1619776453.7529
MEM 16292.476562 1619776453.8532
MEM 16292.476562 1619776453.9536
MEM 16292.476562 1619776454.0539
MEM 16292.476562 1619776454.1542
MEM 16292.476562 1619776454.2546
MEM 16292.476562 1619776454.3550
MEM 16292.476562 1619776454.4554
MEM 16292.476562 1619776454.5557
MEM 16292.476562 1619776454.6560
MEM 16292.476562 1619776454.7564
MEM 16292.476562 1619776454.8569
MEM 16292.476562 1619776454.9576
MEM 16342.734375 1619776455.0581
MEM 16444.628906 1619776455.1588
MEM 16454.484375 1619776455.2594
MEM 16454.484375 1619776455.3600
MEM 16454.484375 1619776455.4607
MEM 16454.484375 1619776455.5610
MEM 16454.484375 1619776455.6615
MEM 16454.484375 1619776455.7619
MEM 16454.484375 1619776455.8622
MEM 16454.484375 1619776455.9625
MEM 16454.484375 1619776456.0629
MEM 16292.476562 1619776456.1643
MEM 16292.476562 1619776456.2649
MEM 16292.476562 1619776456.3655
MEM 16292.476562 1619776456.4657
MEM 16292.476562 1619776456.5660
MEM 16292.476562 1619776456.6662
MEM 16292.476562 1619776456.7665
MEM 16292.476562 1619776456.8667
MEM 16292.476562 1619776456.9669
MEM 16292.476562 1619776457.0672
MEM 16292.476562 1619776457.1674
MEM 16292.476562 1619776457.2676
MEM 16292.476562 1619776457.3678
MEM 16292.476562 1619776457.4680
MEM 16292.476562 1619776457.5684
MEM 16292.476562 1619776457.6688
MEM 16292.476562 1619776457.7691
MEM 16292.476562 1619776457.8696
MEM 16292.476562 1619776457.9701
MEM 16292.476562 1619776458.0704
MEM 16292.476562 1619776458.1708
MEM 16292.476562 1619776458.2710
MEM 16292.476562 1619776458.3714
MEM 16292.476562 1619776458.4716
MEM 16292.476562 1619776458.5718
MEM 16292.476562 1619776458.6720
MEM 16292.476562 1619776458.7723
MEM 16292.476562 1619776458.8725
MEM 16292.476562 1619776458.9727
MEM 16292.476562 1619776459.0729
MEM 16292.476562 1619776459.1731
MEM 16292.476562 1619776459.2733
MEM 16292.476562 1619776459.3735
MEM 16292.476562 1619776459.4737
MEM 16292.476562 1619776459.5739
MEM 16292.476562 1619776459.6742
MEM 16292.476562 1619776459.7745
MEM 16292.476562 1619776459.8748
MEM 16292.476562 1619776459.9751
MEM 16292.476562 1619776460.0753
MEM 16292.476562 1619776460.1756
MEM 16292.476562 1619776460.2758
MEM 16292.476562 1619776460.3761
MEM 16292.476562 1619776460.4764
MEM 16292.476562 1619776460.5767
MEM 16292.476562 1619776460.6773
MEM 16292.476562 1619776460.7776
MEM 16292.476562 1619776460.8779
MEM 16292.476562 1619776460.9782
MEM 16292.476562 1619776461.0786
MEM 16292.476562 1619776461.1792
MEM 16292.476562 1619776461.2798
MEM 16292.476562 1619776461.3800
MEM 16292.476562 1619776461.4803
MEM 16292.476562 1619776461.5806
MEM 16292.476562 1619776461.6809
MEM 16292.476562 1619776461.7815
MEM 16292.476562 1619776461.8819
MEM 16292.476562 1619776461.9823
MEM 16292.476562 1619776462.0827
MEM 16292.476562 1619776462.1830
MEM 16292.476562 1619776462.2834
MEM 16292.476562 1619776462.3837
MEM 16395.242188 1619776462.4840
MEM 16470.484375 1619776462.5844
MEM 16470.484375 1619776462.6847
MEM 16470.484375 1619776462.7850
MEM 16470.484375 1619776462.8854
MEM 16470.484375 1619776462.9858
MEM 16470.484375 1619776463.0862
MEM 16470.484375 1619776463.1866
MEM 16470.484375 1619776463.2869
MEM 16470.484375 1619776463.3874
MEM 16470.484375 1619776463.4879
MEM 16470.484375 1619776463.5886
MEM 16470.484375 1619776463.6892
MEM 16470.484375 1619776463.7896
MEM 16470.484375 1619776463.8902
MEM 16470.484375 1619776463.9909
MEM 16470.484375 1619776464.0916
MEM 16470.484375 1619776464.1919
MEM 16470.484375 1619776464.2924
MEM 16470.484375 1619776464.3928
MEM 16470.484375 1619776464.4931
MEM 16470.484375 1619776464.5934
MEM 16470.484375 1619776464.6938
MEM 16292.476562 1619776464.7959
MEM 16292.476562 1619776464.8966
