PR  ,NI,VIRT,RES,SHR,S,%CPU , %MEM
20,0,11,280436,13508,R,100,0.1
20,0,11,313204,13508,R,100,0.1
20,0,11.1,382520,13508,R,99,0.1
20,0,11,324696,13508,R,100,0.1
20,0,11.1,353584,13508,R,100,0.1
20,0,11,314456,13508,R,100,0.1
20,0,11,314508,13508,R,100,0.1
20,0,11,302964,13508,R,99,0.1
20,0,11.1,365872,13508,R,100,0.1
20,0,11,314456,13508,R,99,0.1
20,0,11,347384,13508,R,100,0.1
20,0,11,286580,13508,R,100,0.1
20,0,11.1,353580,13508,R,100,0.1
20,0,11,280436,13508,R,100,0.1
20,0,11,347376,13508,R,100,0.1
20,0,11,284532,13508,R,100,0.1
20,0,11.1,363780,13508,R,99,0.1
20,0,11.1,382524,13508,R,99,0.1
20,0,11,345176,13508,R,100,0.1
20,0,11,286580,13508,R,100,0.1
20,0,11,314456,13508,R,100,0.1
20,0,11.6,290996,13936,R,754.9,0.1
20,0,12.1,581880,131388,R,100,0.1
20,0,12.2,731044,131388,R,99,0.2
20,0,12.2,642916,16284,R,100,0.2
20,0,12.3,798652,16284,R,100,0.2
20,0,12.5,993.1m,131388,R,100,0.3
20,0,12.3,857812,16284,R,100,0.2
20,0,12.5,1,16284,R,99,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.8,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.6,1,16284,R,101,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,986.4m,16284,R,100,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,99,0.3
20,0,12.8,1.2,16284,R,101,0.3
20,0,12.6,1.1,16284,R,98.1,0.3
20,0,12.5,1,16284,R,101,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,101,0.3
20,0,12.5,982.4m,16284,R,100,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.5,988.4m,16284,R,101,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,965044,16284,R,99,0.2
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,982.4m,16284,R,99,0.3
20,0,12.8,1.2,16284,R,101,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.5,1,16284,R,99,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,101,0.3
20,0,12.8,1.2,16284,R,98.1,0.3
20,0,12.6,1.1,16284,R,101,0.3
20,0,12.5,991668,16284,R,99,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,101,0.3
20,0,12.5,978.4m,16284,R,98.1,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,998.4m,16284,R,100,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.5,992.4m,16284,R,100,0.3
20,0,12.4,924084,16284,R,100,0.2
20,0,12.6,1.1,16284,R,100,0.3
20,0,12.5,1,16284,R,100,0.3
20,0,12.8,1.2,16284,R,100,0.3
20,0,12.6,1.1,16284,R,99,0.3
20,0,12.8,1.2,16284,R,99,0.3
20,0,12.5,989620,16284,R,100,0.3
20,0,12.6,1.1,16284,R,101,0.3
20,0,12.8,1.1,16284,R,99,0.3
20,0,12.5,987572,16284,R,99,0.3
