PR  ,NI,VIRT,RES,SHR,S,%CPU , %MEM
20,0,21.8,10.5,13276,R,6994,2.8
20,0,21.8,10.5,13276,R,7546,2.8
20,0,21.8,10.5,13276,R,7499,2.8
20,0,21.7,10.5,13276,R,7471,2.8
20,0,21.7,10.5,13276,R,7253,2.8
20,0,21.8,10.5,13276,R,7097,2.8
20,0,21.7,10.5,13276,R,7448,2.8
20,0,21.8,10.5,13276,R,7235,2.8
20,0,21.8,10.5,13276,R,7434,2.8
20,0,21.8,10.5,13276,R,7298,2.8
20,0,21.8,10.5,13276,R,7285,2.8
20,0,21.8,10.5,13276,R,7350,2.8
20,0,21.8,10.5,13276,R,7225,2.8
20,0,21.8,10.5,13276,R,7322,2.8
20,0,21.8,10.5,13276,R,7282,2.8
20,0,21.8,10.5,13276,R,7205,2.8
20,0,21.4,10.5,13276,R,3600,2.8
20,0,21.8,10.5,13276,R,7501,2.8
20,0,21.7,10.5,13276,R,7201,2.8
20,0,21.8,10.5,13276,R,7214,2.8
20,0,21.8,10.5,13276,R,7288,2.8
20,0,21.8,10.5,13276,R,7270,2.8
20,0,21.8,10.5,13276,R,7257,2.8
20,0,21.8,10.5,13276,R,7574,2.8
20,0,21.7,10.5,13276,R,7433,2.8
20,0,21.8,10.5,13276,R,7580,2.8
20,0,21.7,10.5,13276,R,7108,2.8
20,0,21.8,10.5,13276,R,7203,2.8
20,0,21.8,10.5,13276,R,7343,2.8
20,0,21.8,10.5,13276,R,7547,2.8
20,0,21.8,10.5,13276,R,7278,2.8
20,0,21.8,10.5,13276,R,7255,2.8
20,0,21.8,10.5,13276,R,7413,2.8
20,0,21.8,10.5,13276,R,7389,2.8
20,0,21.8,10.5,13276,R,7537,2.8
20,0,21.7,10.5,13276,R,7490,2.8
20,0,21.8,10.5,13276,R,7462,2.8
20,0,21.8,10.5,13276,R,7552,2.8
20,0,21.3,10.5,13276,R,2400,2.8
20,0,21.8,10.5,13276,R,7467,2.8
20,0,21.8,10.5,13276,R,7495,2.8
20,0,21.7,10.5,13276,R,7397,2.8
20,0,21.8,10.5,13276,R,7193,2.8
20,0,21.8,10.5,13276,R,7423,2.8
20,0,21.8,10.5,13276,R,7284,2.8
20,0,21.8,10.5,13276,R,7526,2.8
20,0,21.7,10.5,13276,R,7352,2.8
20,0,21.8,10.5,13276,R,7411,2.8
20,0,21.7,10.5,13276,R,7587,2.8
20,0,21.7,10.5,13276,R,7285,2.8
20,0,21.8,10.5,13276,R,7215,2.8
20,0,21.7,10.5,13276,R,7487,2.8
20,0,21.8,10.5,13276,R,7499,2.8
20,0,21.8,10.5,13276,R,7374,2.8
20,0,21.8,10.5,13276,R,7354,2.8
20,0,21.8,10.5,13276,R,7233,2.8
20,0,21.8,10.5,13276,R,7288,2.8
20,0,21.5,10.5,13276,R,4000,2.8
20,0,21.7,10.5,13276,R,7518,2.8
20,0,21.8,10.5,13276,R,7280,2.8
20,0,21.4,10.5,13276,R,3000,2.8
20,0,21.8,10.5,13276,R,7606,2.8
20,0,21.8,10.5,13276,R,7455,2.8
20,0,21.8,10.5,13276,R,7279,2.8
20,0,21.8,10.5,13276,R,7199,2.8
20,0,21.8,10.5,13276,R,7485,2.8
20,0,21.7,10.5,13276,R,7161,2.8
20,0,21.7,10.5,13276,R,7213,2.8
20,0,21.7,10.5,13276,R,7257,2.8
20,0,21.8,10.5,13276,R,7316,2.8
20,0,21.8,10.5,13276,R,7507,2.8
20,0,21.7,10.5,13276,R,7574,2.8
20,0,21.8,10.5,13276,R,7254,2.8
20,0,21.7,10.5,13276,R,7385,2.8
20,0,21.7,10.5,13276,R,7447,2.8
20,0,21.8,10.5,13276,R,7158,2.8
20,0,21.8,10.5,13276,R,7209,2.8
20,0,21.8,10.5,13276,R,7326,2.8
20,0,21.8,10.5,13276,R,7257,2.8
20,0,21.8,10.5,13276,R,7498,2.8
20,0,21.8,10.5,13276,R,7449,2.8
20,0,21.7,10.5,13276,R,7426,2.8
20,0,21.8,10.5,13276,R,7494,2.8
20,0,21.8,10.5,13276,R,7325,2.8
20,0,21.8,10.5,13276,R,7113,2.8
20,0,21.8,10.5,13276,R,7157,2.8
20,0,21.8,10.5,13276,R,7227,2.8
20,0,21.5,10.5,13276,R,4800,2.8
20,0,21.8,10.5,13276,R,7355,2.8
20,0,21.8,10.5,13276,R,7376,2.8
20,0,21.8,10.5,13276,R,7502,2.8
20,0,21.7,10.5,13276,R,7417,2.8
20,0,21.8,10.5,13276,R,7263,2.8
20,0,21.8,10.5,13276,R,7205,2.8
20,0,21.7,10.5,13276,R,7118,2.8
20,0,21.7,10.5,13276,R,7148,2.8
20,0,21.7,10.5,13276,R,7096,2.8
20,0,21.7,10.5,13276,R,7514,2.8
20,0,21.7,10.5,13276,R,7327,2.8
20,0,21.7,10.5,13276,R,7530,2.8
20,0,21.8,10.5,13276,R,7378,2.8
20,0,21.8,10.5,13276,R,7374,2.8
20,0,21.8,10.5,13276,R,7171,2.8
20,0,21.8,10.5,13276,R,7434,2.8
20,0,21.5,10.5,13276,R,4400,2.8
20,0,21.8,10.5,13276,R,7238,2.8
20,0,21.8,10.5,13276,R,7114,2.8
20,0,21.8,10.5,13276,R,7312,2.8
20,0,21.8,10.5,13276,R,7454,2.8
20,0,21.8,10.5,13276,R,7471,2.8
20,0,21.7,10.5,13276,R,7205,2.8
20,0,21.8,10.5,13276,R,7042,2.8
20,0,21.8,10.5,13276,R,7338,2.8
20,0,21.7,10.5,13276,R,7422,2.8
20,0,21.8,10.5,13276,R,7265,2.8
20,0,21.8,10.5,13276,R,7311,2.8
20,0,21.8,10.5,13276,R,7363,2.8
20,0,21.8,10.5,13276,R,7422,2.8
20,0,21.8,10.5,13276,R,7147,2.8
20,0,21.8,10.5,13276,R,7269,2.8
