power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
31.02, 8, 0, 67, P0
61.72, 98, 45, 68, P0
51.03, 98, 47, 69, P0
66.40, 87, 35, 69, P0
78.82, 59, 25, 69, P0
63.37, 87, 38, 69, P0
67.17, 94, 41, 69, P0
73.70, 98, 41, 69, P0
68.56, 98, 36, 69, P0
76.05, 98, 42, 69, P0
40.43, 99, 47, 69, P0
52.29, 89, 37, 70, P0
82.54, 74, 29, 69, P0
81.68, 56, 29, 69, P0
88.79, 73, 34, 69, P0
66.59, 88, 39, 69, P0
66.59, 98, 44, 69, P0
56.84, 99, 42, 69, P0
91.98, 97, 35, 69, P0
78.01, 99, 36, 69, P0
39.93, 97, 45, 69, P0
62.44, 99, 47, 69, P0
70.39, 91, 37, 69, P0
89.33, 72, 29, 69, P0
82.94, 66, 26, 69, P0
69.72, 86, 35, 69, P0
57.90, 98, 40, 69, P0
61.10, 98, 44, 69, P0
75.42, 91, 34, 69, P0
51.42, 98, 36, 70, P0
74.71, 97, 42, 69, P0
83.36, 99, 43, 70, P0
69.48, 90, 36, 70, P0
67.88, 97, 41, 69, P0
76.53, 97, 41, 69, P0
65.73, 97, 41, 69, P0
61.33, 98, 44, 69, P0
81.07, 99, 38, 70, P0
68.95, 98, 41, 69, P0
69.66, 98, 44, 69, P0
67.17, 98, 44, 70, P0
72.89, 98, 48, 70, P0
54.28, 98, 36, 69, P0
39.85, 98, 41, 69, P0
71.35, 99, 44, 70, P0
60.60, 90, 36, 70, P0
67.32, 91, 38, 70, P0
56.75, 98, 42, 69, P0
81.98, 99, 38, 70, P0
76.76, 98, 41, 69, P0
52.54, 99, 47, 70, P0
70.82, 87, 35, 69, P0
70.10, 69, 33, 70, P0
66.06, 98, 41, 70, P0
49.81, 98, 44, 70, P0
87.55, 99, 37, 70, P0
64.86, 98, 43, 70, P0
55.50, 99, 45, 69, P0
101.26, 80, 32, 70, P0
78.58, 99, 44, 70, P0
72.74, 98, 41, 70, P0
50.10, 99, 38, 70, P0
81.98, 97, 35, 70, P0
70.92, 99, 38, 70, P0
50.10, 98, 39, 69, P0
72.46, 99, 47, 70, P0
