power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
31.13, 9, 0, 67, P0
55.82, 88, 39, 68, P0
83.40, 99, 45, 69, P0
70.54, 89, 38, 69, P0
41.50, 79, 35, 69, P0
66.74, 79, 35, 69, P0
76.57, 90, 39, 70, P0
56.56, 97, 43, 69, P0
66.25, 99, 36, 69, P0
66.78, 97, 35, 69, P0
79.87, 98, 46, 69, P0
44.05, 99, 43, 69, P0
73.89, 86, 35, 69, P0
84.70, 95, 42, 70, P0
55.21, 98, 41, 69, P0
74.61, 99, 41, 70, P0
68.46, 97, 43, 70, P0
81.93, 99, 41, 70, P0
78.87, 98, 35, 69, P0
94.21, 99, 48, 69, P0
64.77, 91, 38, 70, P0
74.13, 98, 44, 70, P0
52.19, 98, 40, 69, P0
82.07, 99, 40, 70, P0
70.82, 97, 37, 70, P0
77.15, 97, 45, 69, P0
49.69, 99, 45, 70, P0
68.81, 84, 35, 69, P0
74.66, 85, 37, 70, P0
67.26, 98, 41, 70, P0
48.27, 99, 43, 70, P0
75.81, 91, 30, 70, P0
78.49, 98, 46, 70, P0
62.73, 87, 35, 70, P0
87.86, 99, 46, 69, P0
69.48, 92, 38, 70, P0
69.00, 56, 26, 70, P0
63.21, 89, 38, 70, P0
48.37, 93, 39, 69, P0
75.86, 99, 44, 70, P0
69.81, 99, 37, 70, P0
76.76, 98, 35, 70, P0
68.95, 97, 43, 70, P0
49.23, 99, 46, 70, P0
82.54, 89, 36, 70, P0
76.33, 87, 39, 70, P0
72.50, 96, 39, 70, P0
53.51, 97, 45, 70, P0
66.35, 99, 41, 70, P0
69.61, 99, 37, 70, P0
63.31, 97, 36, 70, P0
72.69, 97, 43, 70, P0
47.01, 93, 38, 69, P0
72.50, 86, 35, 70, P0
71.21, 98, 42, 70, P0
73.75, 44, 20, 70, P0
67.84, 70, 35, 70, P0
60.94, 91, 38, 69, P0
70.82, 97, 44, 70, P0
70.96, 99, 37, 70, P0
59.21, 96, 41, 70, P0
71.40, 99, 47, 70, P0
77.15, 92, 37, 70, P0
52.64, 94, 40, 70, P0
68.28, 98, 40, 70, P0
55.50, 96, 44, 70, P0
56.07, 99, 38, 70, P0
72.55, 97, 37, 70, P0
76.91, 97, 45, 70, P0
57.90, 99, 47, 70, P0
71.98, 76, 30, 70, P0
75.81, 84, 33, 70, P0
61.77, 99, 45, 70, P0
57.13, 98, 41, 70, P0
65.19, 99, 44, 70, P0
50.17, 99, 36, 70, P0
77.10, 99, 41, 70, P0
55.98, 98, 35, 70, P0
66.92, 98, 44, 69, P0
60.97, 99, 45, 70, P0
60.01, 84, 36, 70, P0
82.79, 72, 28, 70, P0
67.94, 99, 44, 70, P0
47.59, 98, 42, 70, P0
48.94, 99, 43, 70, P0
86.27, 99, 37, 70, P0
67.07, 98, 40, 70, P0
47.85, 99, 47, 70, P0
81.92, 74, 30, 70, P0
63.02, 64, 29, 70, P0
73.84, 58, 31, 70, P0
67.12, 80, 35, 70, P0
73.75, 98, 41, 70, P0
65.06, 98, 45, 70, P0
75.33, 98, 34, 70, P0
81.97, 99, 42, 70, P0
76.67, 98, 35, 70, P0
49.20, 98, 46, 70, P0
77.63, 99, 44, 70, P0
61.62, 88, 34, 70, P0
63.02, 100, 38, 70, P0
77.29, 99, 36, 70, P0
75.18, 99, 36, 70, P0
61.81, 99, 39, 70, P0
73.32, 99, 38, 70, P0
72.36, 99, 40, 70, P0
68.60, 99, 43, 70, P0
50.23, 100, 42, 70, P0
66.39, 98, 37, 70, P0
62.93, 100, 35, 70, P0
67.64, 100, 35, 70, P0
76.96, 99, 31, 70, P0
57.90, 99, 32, 70, P0
73.84, 98, 36, 70, P0
67.79, 99, 39, 70, P0
59.63, 99, 41, 70, P0
69.51, 99, 41, 70, P0
64.27, 99, 32, 70, P0
71.06, 99, 32, 70, P0
77.01, 98, 35, 70, P0
50.90, 99, 40, 70, P0
58.42, 99, 42, 70, P0
46.98, 98, 43, 70, P0
90.95, 100, 46, 71, P0
72.89, 100, 45, 70, P0
49.97, 100, 40, 70, P0
88.96, 94, 35, 70, P0
68.61, 94, 35, 70, P0
73.75, 95, 33, 70, P0
72.74, 95, 34, 70, P0
68.80, 94, 36, 70, P0
71.15, 99, 41, 70, P0
56.02, 100, 39, 70, P0
49.36, 99, 37, 70, P0
63.83, 99, 37, 70, P0
60.33, 99, 36, 70, P0
72.26, 99, 39, 70, P0
68.61, 99, 38, 70, P0
66.35, 99, 39, 70, P0
59.35, 99, 39, 70, P0
78.87, 99, 38, 70, P0
60.75, 99, 37, 70, P0
54.02, 99, 37, 70, P0
50.39, 97, 40, 70, P0
50.52, 99, 42, 70, P0
78.21, 100, 43, 70, P0
71.44, 100, 38, 70, P0
69.66, 100, 35, 70, P0
77.15, 100, 36, 70, P0
73.75, 96, 33, 70, P0
96.49, 99, 33, 70, P0
73.75, 99, 31, 70, P0
72.69, 99, 33, 70, P0
66.68, 99, 38, 70, P0
65.04, 99, 40, 70, P0
74.46, 99, 41, 70, P0
66.63, 96, 43, 70, P0
79.50, 100, 43, 70, P0
76.67, 100, 44, 70, P0
61.81, 99, 40, 70, P0
51.39, 99, 42, 70, P0
43.04, 99, 44, 70, P0
75.90, 99, 46, 70, P0
53.60, 90, 41, 70, P0
45.69, 99, 43, 70, P0
65.08, 100, 46, 70, P0
48.78, 100, 45, 70, P0
55.94, 99, 40, 70, P0
98.18, 91, 32, 70, P0
70.73, 90, 34, 70, P0
84.60, 92, 33, 70, P0
69.24, 89, 32, 70, P0
69.96, 91, 33, 70, P0
78.15, 93, 38, 70, P0
70.29, 100, 42, 70, P0
67.08, 100, 38, 70, P0
72.93, 97, 36, 70, P0
63.86, 99, 37, 70, P0
78.68, 94, 38, 70, P0
73.89, 99, 41, 70, P0
49.04, 97, 41, 70, P0
71.93, 98, 43, 70, P0
51.23, 99, 37, 70, P0
53.64, 98, 44, 70, P0
51.49, 99, 44, 70, P0
73.46, 87, 38, 70, P0
76.33, 85, 36, 70, P0
68.18, 89, 39, 70, P0
62.89, 83, 39, 70, P0
66.82, 99, 40, 70, P0
70.00, 98, 36, 70, P0
53.15, 98, 40, 70, P0
53.06, 99, 47, 70, P0
58.76, 95, 40, 70, P0
60.33, 70, 27, 70, P0
69.67, 95, 42, 70, P0
66.15, 93, 39, 70, P0
77.43, 97, 44, 70, P0
59.66, 98, 34, 70, P0
69.18, 99, 39, 70, P0
51.32, 99, 38, 70, P0
45.89, 98, 44, 69, P0
71.88, 98, 47, 70, P0
63.08, 95, 40, 70, P0
84.64, 68, 28, 70, P0
70.63, 80, 33, 70, P0
74.56, 98, 40, 70, P0
52.96, 98, 43, 70, P0
66.48, 99, 40, 70, P0
72.26, 97, 35, 70, P0
49.72, 99, 47, 69, P0
69.67, 87, 35, 70, P0
79.20, 67, 33, 70, P0
74.56, 98, 40, 70, P0
46.92, 98, 44, 69, P0
56.94, 98, 35, 70, P0
72.07, 98, 45, 70, P0
74.08, 99, 43, 70, P0
93.16, 84, 33, 70, P0
88.26, 84, 33, 70, P0
74.32, 69, 26, 70, P0
59.98, 58, 26, 70, P0
70.39, 82, 39, 70, P0
55.24, 88, 37, 69, P0
50.84, 97, 40, 70, P0
69.14, 99, 42, 70, P0
66.69, 98, 34, 70, P0
74.13, 98, 45, 69, P0
80.16, 93, 38, 70, P0
70.59, 80, 32, 70, P0
62.00, 70, 34, 70, P0
72.64, 95, 40, 70, P0
49.52, 99, 45, 70, P0
78.34, 98, 39, 70, P0
68.13, 98, 35, 70, P0
89.75, 94, 36, 70, P0
54.66, 98, 47, 70, P0
41.50, 88, 37, 70, P0
76.72, 60, 28, 70, P0
81.79, 86, 40, 70, P0
61.83, 59, 23, 70, P0
70.19, 92, 41, 70, P0
55.05, 90, 37, 69, P0
81.64, 98, 40, 70, P0
66.88, 99, 41, 70, P0
75.57, 98, 34, 70, P0
75.47, 98, 44, 69, P0
66.25, 98, 47, 69, P0
85.12, 95, 39, 70, P0
58.06, 66, 26, 70, P0
77.48, 56, 25, 70, P0
58.38, 90, 39, 70, P0
65.62, 98, 41, 69, P0
57.81, 99, 41, 70, P0
70.82, 98, 34, 70, P0
70.39, 97, 45, 70, P0
68.66, 87, 35, 70, P0
46.17, 83, 33, 70, P0
83.25, 91, 37, 70, P0
73.36, 68, 34, 70, P0
68.56, 85, 37, 70, P0
57.90, 91, 42, 70, P0
47.40, 91, 40, 69, P0
90.19, 99, 43, 70, P0
76.33, 98, 35, 70, P0
47.25, 98, 46, 69, P0
77.48, 90, 37, 70, P0
57.67, 80, 31, 70, P0
92.68, 49, 23, 70, P0
68.61, 95, 41, 69, P0
