power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
40.53, 9, 0, 67, P0
83.80, 77, 31, 68, P0
73.56, 91, 36, 69, P0
73.02, 98, 42, 68, P0
50.81, 99, 43, 69, P0
75.81, 95, 34, 69, P0
75.18, 98, 47, 69, P0
60.60, 94, 40, 69, P0
70.69, 95, 39, 69, P0
64.08, 86, 35, 69, P0
76.05, 98, 41, 68, P0
72.45, 99, 45, 69, P0
54.70, 95, 33, 69, P0
42.78, 98, 46, 69, P0
72.50, 88, 35, 69, P0
67.06, 75, 33, 69, P0
76.38, 90, 37, 69, P0
75.90, 98, 43, 69, P0
73.46, 99, 37, 69, P0
67.16, 98, 41, 69, P0
51.29, 89, 43, 68, P0
76.24, 92, 37, 69, P0
67.93, 98, 40, 69, P0
71.72, 98, 43, 69, P0
82.94, 99, 37, 69, P0
65.71, 97, 42, 69, P0
73.94, 97, 42, 68, P0
97.93, 99, 47, 69, P0
78.30, 90, 38, 69, P0
68.70, 99, 45, 69, P0
59.41, 98, 42, 69, P0
65.86, 99, 36, 69, P0
54.63, 98, 41, 69, P0
75.43, 99, 44, 69, P0
70.24, 68, 26, 69, P0
74.13, 99, 44, 69, P0
63.64, 96, 40, 68, P0
63.25, 99, 41, 69, P0
65.47, 98, 37, 69, P0
54.99, 98, 48, 68, P0
69.58, 94, 39, 69, P0
71.58, 96, 44, 69, P0
74.90, 98, 40, 69, P0
60.06, 99, 41, 69, P0
71.97, 98, 37, 69, P0
55.41, 99, 47, 68, P0
65.38, 92, 37, 69, P0
79.64, 96, 43, 69, P0
66.39, 91, 36, 69, P0
57.11, 98, 40, 68, P0
82.51, 99, 44, 69, P0
70.53, 98, 36, 69, P0
43.11, 98, 46, 69, P0
70.00, 91, 38, 69, P0
72.83, 94, 42, 69, P0
48.04, 98, 41, 68, P0
73.75, 99, 44, 69, P0
77.53, 98, 35, 69, P0
65.18, 98, 47, 68, P0
66.50, 93, 38, 69, P0
68.40, 99, 44, 69, P0
69.28, 98, 41, 69, P0
58.32, 99, 42, 69, P0
85.75, 87, 30, 69, P0
74.22, 98, 46, 69, P0
69.24, 92, 37, 69, P0
78.63, 92, 41, 69, P0
64.50, 98, 41, 69, P0
76.86, 99, 40, 69, P0
67.25, 97, 44, 69, P0
57.55, 98, 35, 69, P0
