PR  ,NI,VIRT,RES,SHR,S,%CPU , %MEM
20,0,35.1,17,95376,S,6436,4.5
20,0,35.1,17,95376,S,7978,4.5
20,0,35.1,17,95376,S,7870,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7824,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,R,7627,4.5
20,0,35.1,17,95376,S,7946,4.5
20,0,35.1,17,95376,S,7955,4.5
20,0,35.1,17,95376,S,7954,4.5
20,0,35.1,17,95376,S,7959,4.5
20,0,35.1,17,95376,S,7956,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7870,4.5
20,0,35.1,17,95376,S,7841,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7709,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7909,4.5
20,0,35.1,17,95376,S,7883,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7649,4.5
20,0,35.1,17,95376,S,7963,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7978,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7630,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7978,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7775,4.5
20,0,35.1,17,95376,S,7959,4.5
20,0,35.1,17,95376,S,7911,4.5
20,0,35.1,17,95376,S,7982,4.5
20,0,35.1,17,95376,S,7953,4.5
20,0,35.1,17,95376,S,7896,4.5
20,0,35.1,17,95376,S,7896,4.5
20,0,35.1,17,95376,S,7981,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7649,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7839,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7953,4.5
20,0,35.1,17,95376,S,7965,4.5
20,0,35.1,17,95376,S,7994,4.5
20,0,35.1,17,95376,S,7978,4.5
20,0,35.1,17,95376,S,7883,4.5
20,0,35.1,17,95376,S,7930,4.5
20,0,35.1,17,95376,S,7881,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7735,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7787,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7670,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7905,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7889,4.5
20,0,35.1,17,95376,S,7823,4.5
20,0,35.1,17,95376,S,7805,4.5
20,0,35.1,17,95376,S,7971,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7929,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7689,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7888,4.5
20,0,35.1,17,95376,S,7889,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7885,4.5
20,0,35.1,17,95376,S,7993,4.5
20,0,35.1,17,95376,S,7835,4.5
20,0,35.1,17,95376,S,8000,4.5
20,0,35.1,17,95376,S,7844,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95376,S,7570,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95376,S,7942,4.5
20,0,35.1,17.1,95376,S,7780,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95376,S,7856,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95376,S,7778,4.5
20,0,35.1,17.1,95376,S,7993,4.5
20,0,35.1,17.1,95376,S,7954,4.5
20,0,35.1,17.1,95376,S,7965,4.5
20,0,35.1,17.1,95376,S,7975,4.5
20,0,35.1,17.1,95376,S,7917,4.5
20,0,35.1,17.1,95376,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7785,4.5
20,0,35.1,17.1,95424,S,7957,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7918,4.5
20,0,35.1,17.1,95424,S,7772,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7647,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7696,4.5
20,0,35.1,17.1,95424,S,7781,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7575,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7894,4.5
20,0,35.1,17.1,95424,S,7870,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7813,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7814,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7991,4.5
20,0,35.1,17.1,95424,S,7959,4.5
20,0,35.1,17.1,95424,S,7844,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7960,4.5
20,0,35.1,17.1,95424,S,7861,4.5
20,0,35.1,17.1,95424,S,7871,4.5
20,0,35.1,17.1,95424,S,7975,4.5
20,0,35.1,17.1,95424,S,7971,4.5
20,0,35.1,17.1,95424,S,7857,4.5
20,0,35.1,17.1,95424,S,7971,4.5
20,0,35.1,17.1,95424,S,7935,4.5
20,0,35.1,17.1,95424,R,7960,4.5
20,0,35.1,17.1,95424,S,7943,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7709,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7931,4.5
20,0,35.1,17.1,95424,S,7952,4.5
20,0,35.1,17.1,95424,S,7932,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7595,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,8000,4.5
20,0,35.1,17.1,95424,S,7563,4.5
20,0,35.1,17.1,95424,S,7754,4.5
20,0,35.1,17.1,95424,S,8000,4.5
