PR  ,NI,VIRT,RES,SHR,S,%CPU , %MEM
20,0,29,11.1,94100,S,4242,2.9
20,0,28.9,11,94100,R,6776,2.9
20,0,29,11.1,94100,R,6170,2.9
20,0,28.9,11,94100,R,7073,2.9
20,0,29,11.1,94100,R,6914,2.9
20,0,29,11.1,94100,S,6482,2.9
20,0,29,11.1,94104,R,6846,2.9
20,0,28.9,11,94104,R,6367,2.9
20,0,29,11.1,94104,S,6696,2.9
20,0,29,11.1,94104,R,7224,2.9
20,0,29,11.1,94104,S,6258,2.9
20,0,28.9,11,94104,R,7121,2.9
20,0,28.9,11,94104,R,6203,2.9
20,0,29,11.1,94104,S,6612,2.9
20,0,28.9,11,94104,R,6875,2.9
20,0,28.9,11,94104,R,6904,2.9
20,0,29,11.1,94104,S,7004,2.9
20,0,28.9,11,94104,R,6883,2.9
20,0,29,11.1,94104,R,6394,2.9
20,0,28.9,11,94104,R,6809,2.9
20,0,28.9,11,94104,R,6037,2.9
20,0,28.9,11,94104,R,6750,2.9
20,0,28.9,11,94104,R,7361,2.9
20,0,29,11.1,94104,S,6163,2.9
20,0,29,11.1,94104,S,6525,2.9
20,0,29,11.1,94104,S,6910,2.9
20,0,29,11.1,94104,R,6503,2.9
20,0,29,11,94104,R,6791,2.9
20,0,29,11.1,94104,S,6756,2.9
20,0,29,11.1,94104,R,5935,2.9
20,0,29,11.1,94104,S,6731,2.9
20,0,29,11.1,94104,S,6587,2.9
20,0,29,11,94104,R,7039,2.9
20,0,28.9,11,94104,R,6438,2.9
20,0,29,11.1,94104,S,5963,2.9
20,0,29,11.1,94104,R,6448,2.9
20,0,28.9,11,94104,R,6472,2.9
20,0,28.9,11,94104,R,6828,2.9
20,0,28.9,11,94104,R,6740,2.9
20,0,28.9,11,94104,R,6974,2.9
20,0,28.9,11,94104,R,6298,2.9
20,0,28.9,11,94104,R,6144,2.9
20,0,28.9,11,94104,R,6411,2.9
20,0,28.9,11,94104,R,6702,2.9
20,0,29,11.1,94104,R,6705,2.9
20,0,29,11.1,94104,R,6882,2.9
20,0,29,11.1,94104,R,6150,2.9
20,0,29,11.1,94104,S,6904,2.9
20,0,29,11.1,94104,S,6841,2.9
20,0,28.9,11,94104,R,6774,2.9
20,0,29,11.1,94104,S,6537,2.9
20,0,29,11.1,94104,R,6996,2.9
20,0,29,11.1,94104,R,6427,2.9
20,0,29,11.1,94104,S,6712,2.9
20,0,28.9,11,94104,R,7096,2.9
20,0,28.9,11,94104,R,6807,2.9
20,0,28.9,11,94104,R,6597,2.9
20,0,28.9,11,94104,R,6078,2.9
20,0,29,11.1,94104,S,6591,2.9
20,0,28.9,11,94104,R,7014,2.9
20,0,29,11.1,94104,S,6577,2.9
20,0,29,11.1,94104,S,6884,2.9
20,0,29,11.1,94104,R,5800,2.9
20,0,28.9,11,94104,R,6825,2.9
20,0,28.9,11,94104,R,6769,2.9
20,0,29,11.1,94104,R,6487,2.9
20,0,29,11.1,94104,S,6353,2.9
20,0,29,11.1,94104,S,6590,2.9
20,0,29,11.1,94104,S,5974,2.9
20,0,28.9,11,94104,R,6321,2.9
20,0,29,11.1,94104,R,7046,2.9
20,0,29,11.1,94104,S,6863,2.9
20,0,28.9,11,94104,R,7000,2.9
20,0,28.9,11,94104,R,6204,2.9
20,0,29,11.1,94104,R,6845,2.9
20,0,28.9,11,94104,R,7016,2.9
20,0,28.9,11,94104,R,7331,2.9
20,0,29,11.1,94104,R,6165,2.9
20,0,29,11.1,94104,S,6278,2.9
20,0,29,11.1,94104,R,6951,2.9
20,0,29,11.1,94104,S,6933,2.9
20,0,29,11.1,94104,S,7047,2.9
20,0,28.9,11,94104,R,6525,2.9
20,0,28.9,11,94104,R,7045,2.9
20,0,29,11.1,94104,S,5434,2.9
20,0,29,11.1,94104,R,6625,2.9
20,0,29,11.1,94104,S,6558,2.9
20,0,28.9,11,94104,R,7018,2.9
20,0,29,11.1,94104,S,6453,2.9
20,0,29,11.1,94104,S,6070,2.9
20,0,28.9,11,94104,R,7118,2.9
20,0,28.9,11,94104,R,6639,2.9
20,0,29,11.1,94104,R,6723,2.9
20,0,29,11.1,94104,S,6537,2.9
20,0,29,11.1,94104,S,6685,2.9
20,0,29,11.1,94104,R,6318,2.9
20,0,29,11.1,94104,R,7085,2.9
20,0,29,11.1,94104,S,6596,2.9
20,0,29,11.1,94104,R,7108,2.9
20,0,29,11.1,94104,R,6824,2.9
20,0,29,11.1,94104,R,6152,2.9
20,0,28.9,11,94104,R,6791,2.9
20,0,28.9,11,94104,R,6565,2.9
20,0,29,11.1,94104,S,6645,2.9
20,0,29,11,94132,R,7127,2.9
20,0,29,11.1,94132,R,6129,2.9
20,0,29,11.1,94132,R,6493,2.9
20,0,29,11.1,94132,R,6786,2.9
20,0,29,11.1,94132,S,6881,2.9
20,0,29,11.1,94132,S,6875,2.9
20,0,28.9,11,94132,R,7337,2.9
20,0,29,11.1,94132,R,6102,2.9
20,0,29,11.1,94132,S,6362,2.9
20,0,28.9,11,94132,R,6962,2.9
20,0,29,11.1,94132,S,7012,2.9
20,0,28.9,11,94132,R,6792,2.9
20,0,29,11.1,94132,R,6025,2.9
20,0,28.9,11,94132,R,7148,2.9
20,0,28.9,11,94132,R,6954,2.9
20,0,29,11.1,94132,S,6111,2.9
20,0,28.9,11,94132,R,7265,2.9
20,0,28.9,11,94132,R,5672,2.9
20,0,28.9,11,94132,R,6972,2.9
20,0,28.9,11,94132,R,6651,2.9
20,0,29,11.1,94132,S,6842,2.9
20,0,29,11.1,94132,S,6733,2.9
20,0,28.9,11,94132,R,5926,2.9
20,0,29,11.1,94132,R,6847,2.9
20,0,29,11.1,94132,S,6394,2.9
20,0,29,11.1,94132,S,6948,2.9
20,0,29,11.1,94132,S,6462,2.9
20,0,28.9,11,94132,R,6392,2.9
20,0,28.9,11,94132,R,6101,2.9
20,0,29,11.1,94132,R,6424,2.9
20,0,28.9,11,94132,R,6356,2.9
20,0,29,11.1,94132,S,6983,2.9
20,0,29,11.1,94132,S,6482,2.9
20,0,28.9,11,94132,R,6242,2.9
20,0,29,11.1,94132,S,6416,2.9
20,0,29,11.1,94132,R,7062,2.9
20,0,28.9,11,94132,R,6432,2.9
20,0,28.9,11,94132,R,6628,2.9
20,0,29,11.1,94132,S,6508,2.9
20,0,29,11.1,94132,R,6436,2.9
20,0,28.9,11,94132,R,6865,2.9
20,0,28.9,11,94132,R,6786,2.9
20,0,28.9,11,94132,R,6448,2.9
20,0,29,11.1,94132,R,6645,2.9
20,0,29,11.1,94132,R,6521,2.9
20,0,28.9,11,94132,R,7165,2.9
20,0,29,11.1,94132,R,6597,2.9
20,0,29,11.1,94132,S,7185,2.9
20,0,28.9,11,94132,R,6809,2.9
20,0,28.9,11,94132,R,6640,2.9
20,0,28.9,11,94132,R,6863,2.9
20,0,28.9,11,94132,R,5631,2.9
20,0,29,11.1,94132,R,6711,2.9
20,0,29,11.1,94132,R,6621,2.9
20,0,29,11.1,94132,S,6550,2.9
20,0,28.9,11,94132,R,6454,2.9
20,0,29,11.1,94132,S,5504,2.9
20,0,29,11.1,94132,S,6664,2.9
20,0,28.9,11,94132,R,6901,2.9
20,0,29,11.1,94132,R,7126,2.9
20,0,29,11.1,94132,R,6776,2.9
20,0,29,11.1,94132,R,7011,2.9
20,0,28.9,11,94132,R,6328,2.9
20,0,29,11.1,94132,R,6836,2.9
20,0,29,11.1,94132,S,6643,2.9
20,0,28.9,11,94132,R,6631,2.9
20,0,29,11.1,94132,S,6718,2.9
20,0,29,11.1,94132,S,6431,2.9
20,0,29,11.1,94132,S,6384,2.9
20,0,29,11.1,94132,S,6519,2.9
20,0,28.9,11,94132,R,6770,2.9
20,0,29,11.1,94132,S,7089,2.9
20,0,29,11.1,94132,R,5904,2.9
20,0,29,11.1,94132,R,6144,2.9
20,0,29,11.1,94132,R,6190,2.9
20,0,29,11.1,94132,S,6662,2.9
20,0,28.9,11,94132,R,6812,2.9
20,0,28.9,11,94132,R,6810,2.9
20,0,28.9,11,94132,R,5544,2.9
20,0,29,11.1,94132,R,6743,2.9
20,0,29,11.1,94132,R,6544,2.9
20,0,29,11.1,94132,R,6395,2.9
20,0,29,11.1,94132,S,6756,2.9
20,0,29,11.1,94132,R,6053,2.9
20,0,28.9,11,94132,R,6908,2.9
20,0,28.9,11,94132,R,6439,2.9
20,0,29,11,94132,R,7429,2.9
20,0,29,11.1,94132,R,6659,2.9
20,0,29,11.1,94132,S,6344,2.9
20,0,28.9,11,94132,R,6907,2.9
20,0,28.9,11,94132,R,6618,2.9
20,0,29,11.1,94132,R,6800,2.9
20,0,29,11.1,94132,S,6785,2.9
20,0,29,11.1,94132,S,6557,2.9
20,0,29,11.1,94132,R,6154,2.9
20,0,29,11.1,94132,S,6695,2.9
20,0,29,11.1,94132,S,6870,2.9
20,0,29,11.1,94132,S,6379,2.9
20,0,28.9,11,94132,R,6856,2.9
20,0,29,11.1,94132,R,5098,2.9
20,0,29,11.1,94132,S,6700,2.9
20,0,29,11,94132,R,7026,2.9
20,0,28.9,11,94132,R,6748,2.9
20,0,29,11.1,94132,R,7008,2.9
20,0,28.9,11,94132,R,7068,2.9
20,0,28.9,11,94132,R,6266,2.9
20,0,29,11.1,94132,R,6860,2.9
20,0,29,11.1,94132,S,6725,2.9
20,0,28.9,11,94132,R,6890,2.9
20,0,29,11.1,94132,S,6538,2.9
20,0,29.1,11.1,94140,S,5593,2.9
20,0,28.8,10.8,167908,R,3037,2.9
20,0,28.8,10.9,94176,R,99,2.9
20,0,28.9,10.9,94176,R,100,2.9
20,0,29.1,11.1,94176,R,99,3
20,0,29.2,11.1,94208,S,6569,3
20,0,29.2,11.1,94208,R,6811,3
20,0,29.2,11.1,94208,S,6571,3
20,0,29.2,11.1,94208,R,6917,3
20,0,29.2,11.1,94208,R,6579,3
20,0,29.1,11,94232,R,5983,2.9
20,0,29.1,11.1,94232,R,6788,2.9
20,0,29.1,11.1,94232,R,6706,2.9
20,0,29.1,11,94232,R,6466,2.9
20,0,29.2,11.1,94232,S,5947,3
20,0,29.2,11.1,94232,S,6549,3
20,0,29.2,11.1,94232,R,6008,3
20,0,29.2,11.1,94232,S,6365,3
20,0,29.2,11.1,94232,S,6496,3
20,0,29.2,11.1,94232,R,7001,3
20,0,29.2,11.1,94232,R,6353,3
20,0,29.2,11.1,94232,R,6530,3
20,0,29.1,11.1,94232,R,6006,2.9
20,0,29.2,11.1,94232,R,6306,3
20,0,29.2,11.1,94232,S,6746,3
20,0,29.1,11,94232,R,6625,2.9
20,0,29.1,11,94232,R,6576,2.9
20,0,29.1,11.1,94232,R,7133,2.9
20,0,29.1,11,94232,R,5871,2.9
20,0,29.1,11,94232,R,6580,2.9
20,0,29.2,11.1,94232,R,6426,3
20,0,29.2,11.1,94232,R,6429,3
20,0,29.2,11.1,94232,R,6926,3
20,0,29.2,11.1,94232,R,6205,3
20,0,29.1,11.1,94232,R,6227,2.9
20,0,29.1,11,94232,R,6581,2.9
20,0,29.2,11.1,94232,R,6558,3
20,0,29.2,11.1,94232,R,6289,3
20,0,29.1,11,94232,R,6864,2.9
20,0,29.1,11,94232,R,5840,2.9
20,0,29.2,11.1,94232,R,6867,2.9
20,0,29.2,11.1,94232,R,6159,3
20,0,29.2,11.1,94232,R,6208,3
20,0,29.2,11.1,94232,S,6821,3
20,0,29.1,11,94232,R,6725,2.9
20,0,29.1,11.1,94232,R,5938,2.9
20,0,29.1,11,94232,R,6743,2.9
20,0,29.1,11,94232,R,6245,2.9
20,0,29.1,11,94232,R,6670,2.9
20,0,29.1,11,94232,R,6177,2.9
20,0,29.1,11.1,94232,R,6877,2.9
20,0,29.1,11,94232,R,5628,2.9
20,0,29.2,11.1,94232,S,6428,3
20,0,29.2,11.1,94232,S,6427,3
20,0,29.1,11,94232,R,6345,2.9
20,0,29.1,11,94232,R,6755,2.9
20,0,29.1,11,94232,R,6789,2.9
20,0,29.2,11.1,94232,R,5903,3
20,0,29.1,11,94232,R,6854,2.9
20,0,29.1,11.1,94232,R,6995,2.9
20,0,29.2,11.1,94232,R,6461,2.9
20,0,29.2,11.1,94232,S,6852,3
20,0,29.1,11,94232,R,6666,2.9
20,0,29.2,11.1,94232,S,5190,3
20,0,29.1,11,94232,R,6627,2.9
20,0,29.2,11.1,94232,R,6886,3
20,0,29.2,11.1,94232,S,6614,3
20,0,29.1,11.1,94232,R,6889,2.9
20,0,29.2,11.1,94232,R,6309,3
20,0,29.2,11.1,94232,S,6368,3
20,0,29.2,11.1,94232,R,6780,3
20,0,29.1,11,94232,R,6847,2.9
20,0,29.2,11.1,94232,S,6672,3
20,0,29.2,11.1,94232,S,6669,3
20,0,29.1,11,94232,R,6469,2.9
20,0,29.2,11.1,94232,S,7158,3
20,0,29.2,11.1,94232,R,6307,3
20,0,29.1,11,94232,R,6663,2.9
20,0,29.1,11.1,94232,R,6825,2.9
20,0,29.1,11,94232,R,5833,2.9
20,0,29.2,11.1,94232,R,6983,3
20,0,29.2,11.1,94232,R,6676,3
20,0,29.1,11,94232,R,6846,2.9
20,0,29.2,11.1,94232,R,6835,3
20,0,29.1,11.1,94232,R,7193,2.9
