power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
47.00, 99, 45, 69, P0
46.81, 100, 42, 70, P0
71.39, 97, 43, 70, P0
65.47, 99, 39, 70, P0
58.90, 99, 43, 70, P0
73.70, 96, 46, 70, P0
69.61, 98, 35, 70, P0
82.28, 95, 32, 70, P0
67.25, 87, 37, 70, P0
74.22, 97, 41, 70, P0
70.48, 95, 42, 70, P0
79.78, 100, 38, 70, P0
80.03, 97, 43, 70, P0
67.54, 96, 46, 70, P0
74.42, 98, 39, 70, P0
74.61, 96, 33, 70, P0
75.52, 89, 38, 70, P0
89.33, 98, 42, 70, P0
67.21, 92, 41, 70, P0
76.57, 98, 38, 70, P0
72.02, 92, 41, 70, P0
56.78, 98, 43, 70, P0
56.91, 99, 39, 70, P0
80.50, 98, 42, 70, P0
73.94, 99, 38, 70, P0
63.54, 97, 40, 70, P0
65.08, 97, 44, 70, P0
66.19, 98, 42, 70, P0
86.19, 96, 34, 70, P0
66.96, 88, 36, 70, P0
71.87, 99, 46, 70, P0
67.39, 93, 45, 70, P0
53.86, 99, 40, 70, P0
65.14, 97, 42, 70, P0
72.16, 97, 40, 70, P0
51.39, 98, 41, 70, P0
62.02, 97, 41, 71, P0
68.46, 99, 38, 70, P0
47.00, 99, 45, 70, P0
70.00, 94, 49, 70, P0
72.50, 99, 33, 70, P0
67.73, 93, 34, 70, P0
100.95, 87, 39, 70, P0
87.18, 97, 32, 70, P0
85.10, 97, 40, 70, P0
60.92, 99, 42, 70, P0
59.48, 95, 45, 70, P0
57.07, 98, 39, 70, P0
52.06, 99, 47, 70, P0
59.38, 98, 41, 70, P0
64.70, 99, 36, 70, P0
54.99, 99, 43, 70, P0
69.76, 94, 47, 70, P0
70.82, 99, 42, 70, P0
71.44, 93, 41, 70, P0
43.91, 98, 41, 70, P0
75.04, 99, 43, 70, P0
46.13, 99, 44, 70, P0
79.74, 99, 37, 70, P0
60.06, 98, 43, 70, P0
73.60, 95, 47, 70, P0
61.95, 98, 32, 70, P0
81.31, 95, 32, 70, P0
92.52, 87, 38, 70, P0
73.98, 97, 37, 70, P0
72.68, 96, 40, 70, P0
47.46, 99, 41, 70, P0
50.23, 93, 41, 70, P0
72.35, 98, 42, 70, P0
47.65, 100, 43, 70, P0
75.57, 99, 43, 70, P0
58.52, 99, 38, 70, P0
69.23, 98, 42, 70, P0
63.25, 96, 45, 70, P0
83.54, 99, 40, 70, P0
56.08, 92, 41, 70, P0
63.93, 98, 43, 70, P0
75.28, 98, 38, 70, P0
59.96, 98, 42, 70, P0
52.22, 98, 39, 70, P0
49.52, 97, 40, 70, P0
66.96, 97, 44, 70, P0
61.18, 98, 40, 70, P0
78.01, 96, 32, 70, P0
67.44, 87, 36, 70, P0
55.02, 99, 44, 70, P0
73.31, 94, 44, 70, P0
51.77, 99, 36, 70, P0
46.81, 91, 41, 70, P0
49.68, 98, 43, 69, P0
78.54, 98, 35, 70, P0
50.90, 98, 42, 70, P0
72.64, 99, 40, 69, P0
69.71, 97, 41, 70, P0
64.85, 97, 40, 70, P0
68.75, 99, 35, 70, P0
83.18, 91, 33, 70, P0
79.50, 91, 43, 70, P0
75.47, 97, 35, 70, P0
74.46, 98, 41, 70, P0
52.90, 99, 41, 70, P0
71.53, 96, 44, 70, P0
75.14, 97, 38, 70, P0
74.18, 98, 44, 69, P0
74.80, 97, 40, 70, P0
68.45, 99, 40, 70, P0
89.92, 99, 43, 70, P0
73.60, 94, 49, 70, P0
89.58, 99, 30, 70, P0
49.78, 93, 33, 69, P0
56.49, 87, 41, 70, P0
73.22, 97, 32, 70, P0
57.59, 97, 40, 70, P0
56.05, 99, 42, 70, P0
58.42, 93, 42, 70, P0
64.06, 98, 41, 70, P0
84.37, 98, 31, 70, P0
77.44, 95, 31, 70, P0
75.66, 87, 38, 70, P0
86.94, 97, 39, 70, P0
71.78, 94, 43, 70, P0
95.83, 99, 40, 71, P0
69.51, 92, 40, 70, P0
51.74, 98, 42, 70, P0
51.00, 100, 39, 70, P0
79.78, 98, 42, 70, P0
63.58, 99, 39, 70, P0
87.91, 97, 41, 70, P0
55.08, 96, 44, 70, P0
58.65, 98, 41, 70, P0
78.11, 96, 34, 70, P0
71.30, 87, 38, 70, P0
51.19, 99, 44, 70, P0
74.08, 93, 44, 70, P0
64.54, 99, 36, 70, P0
62.87, 92, 40, 70, P0
78.59, 97, 42, 70, P0
54.92, 98, 41, 70, P0
43.36, 96, 33, 70, P0
71.97, 90, 38, 70, P0
72.45, 99, 46, 70, P0
64.66, 94, 45, 70, P0
63.20, 99, 35, 70, P0
74.13, 91, 38, 70, P0
54.51, 94, 43, 70, P0
63.39, 97, 35, 70, P0
59.19, 98, 41, 70, P0
82.56, 99, 39, 70, P0
75.95, 97, 43, 70, P0
65.47, 97, 40, 70, P0
79.36, 98, 42, 70, P0
73.02, 97, 39, 70, P0
74.80, 94, 36, 70, P0
75.66, 99, 47, 70, P0
71.72, 93, 46, 70, P0
52.51, 99, 34, 70, P0
72.07, 91, 35, 70, P0
75.95, 97, 40, 69, P0
58.13, 98, 43, 70, P0
83.89, 97, 40, 70, P0
72.45, 100, 40, 70, P0
65.52, 99, 43, 70, P0
63.25, 94, 50, 70, P0
85.04, 99, 29, 69, P0
49.49, 92, 33, 70, P0
66.00, 90, 42, 70, P0
67.50, 97, 36, 70, P0
68.84, 96, 38, 70, P0
51.39, 99, 42, 70, P0
56.88, 93, 41, 70, P0
83.37, 98, 41, 70, P0
52.54, 99, 44, 69, P0
62.62, 99, 42, 70, P0
77.39, 99, 39, 70, P0
71.30, 99, 43, 70, P0
57.71, 95, 46, 70, P0
81.17, 98, 33, 70, P0
58.26, 92, 41, 69, P0
89.29, 98, 42, 70, P0
81.51, 100, 41, 70, P0
62.81, 98, 43, 70, P0
64.50, 99, 38, 70, P0
83.99, 97, 40, 70, P0
78.06, 97, 42, 70, P0
74.03, 98, 40, 69, P0
67.87, 96, 33, 70, P0
80.07, 87, 38, 70, P0
68.79, 99, 48, 70, P0
60.00, 93, 46, 70, P0
72.79, 99, 35, 70, P0
66.81, 91, 35, 70, P0
54.89, 89, 41, 70, P0
50.16, 97, 33, 70, P0
85.61, 97, 40, 70, P0
59.61, 99, 43, 70, P0
77.15, 95, 44, 70, P0
72.54, 94, 48, 70, P0
74.22, 99, 29, 70, P0
62.62, 94, 33, 70, P0
65.81, 90, 40, 70, P0
44.59, 96, 36, 70, P0
73.94, 97, 40, 70, P0
47.36, 99, 41, 70, P0
50.33, 93, 41, 70, P0
74.18, 98, 42, 70, P0
57.20, 100, 42, 70, P0
87.89, 98, 44, 70, P0
74.90, 99, 39, 70, P0
72.69, 98, 42, 70, P0
55.70, 96, 45, 70, P0
58.13, 98, 38, 70, P0
80.17, 96, 34, 70, P0
56.34, 88, 38, 70, P0
74.13, 98, 42, 70, P0
67.98, 94, 43, 70, P0
67.73, 99, 37, 70, P0
64.12, 97, 40, 70, P0
68.50, 97, 42, 70, P0
53.77, 98, 40, 70, P0
44.10, 96, 33, 70, P0
71.87, 88, 36, 70, P0
72.45, 99, 44, 70, P0
70.19, 94, 43, 70, P0
79.74, 99, 36, 70, P0
79.69, 91, 42, 69, P0
46.69, 96, 43, 70, P0
84.93, 97, 36, 70, P0
56.49, 98, 43, 70, P0
82.13, 99, 40, 70, P0
74.22, 97, 42, 70, P0
60.73, 97, 40, 70, P0
82.85, 98, 41, 70, P0
83.14, 97, 37, 70, P0
72.21, 90, 36, 70, P0
74.90, 99, 48, 69, P0
69.32, 93, 46, 70, P0
52.80, 99, 35, 70, P0
69.51, 92, 34, 69, P0
57.40, 97, 40, 70, P0
59.90, 98, 42, 69, P0
78.40, 97, 41, 70, P0
74.32, 97, 39, 70, P0
94.27, 99, 44, 70, P0
75.09, 94, 49, 70, P0
89.52, 99, 32, 70, P0
49.07, 93, 36, 70, P0
57.69, 86, 39, 70, P0
73.12, 97, 33, 70, P0
68.12, 97, 40, 70, P0
51.19, 99, 43, 69, P0
57.69, 95, 44, 69, P0
77.48, 97, 39, 70, P0
81.84, 99, 45, 69, P0
70.72, 98, 41, 69, P0
74.80, 99, 37, 70, P0
69.92, 98, 44, 70, P0
64.99, 94, 47, 70, P0
71.39, 99, 43, 70, P0
70.86, 92, 41, 70, P0
95.83, 98, 42, 70, P0
77.15, 100, 43, 70, P0
83.99, 98, 43, 70, P0
74.70, 99, 39, 70, P0
74.32, 99, 43, 70, P0
69.91, 95, 46, 70, P0
64.70, 98, 34, 70, P0
83.56, 96, 31, 70, P0
73.84, 87, 38, 70, P0
60.73, 97, 41, 70, P0
76.38, 94, 43, 70, P0
62.39, 99, 38, 70, P0
52.74, 92, 42, 70, P0
43.69, 98, 43, 69, P0
53.96, 97, 37, 70, P0
44.37, 98, 44, 70, P0
67.20, 99, 41, 70, P0
58.75, 97, 41, 70, P0
73.84, 97, 40, 70, P0
71.58, 99, 34, 70, P0
75.76, 91, 34, 70, P0
75.95, 91, 42, 70, P0
71.01, 97, 34, 70, P0
69.86, 98, 40, 70, P0
64.37, 99, 42, 70, P0
62.08, 96, 46, 69, P0
77.72, 97, 38, 69, P0
54.35, 99, 47, 69, P0
44.01, 97, 40, 70, P0
65.04, 99, 39, 70, P0
63.58, 99, 43, 70, P0
70.86, 94, 47, 70, P0
69.94, 98, 32, 70, P0
80.26, 94, 34, 70, P0
62.54, 87, 38, 70, P0
71.05, 97, 36, 70, P0
80.84, 96, 38, 70, P0
77.39, 99, 42, 69, P0
58.02, 93, 41, 69, P0
57.84, 98, 42, 70, P0
47.36, 98, 35, 69, P0
64.41, 95, 33, 69, P0
68.60, 87, 38, 70, P0
78.49, 97, 41, 70, P0
69.51, 94, 43, 70, P0
71.92, 99, 37, 70, P0
75.33, 92, 42, 69, P0
50.13, 98, 43, 69, P0
69.76, 98, 36, 70, P0
59.06, 98, 43, 70, P0
83.95, 99, 40, 69, P0
64.31, 97, 42, 69, P0
68.21, 97, 41, 69, P0
73.75, 98, 41, 70, P0
73.98, 97, 40, 70, P0
67.69, 98, 38, 70, P0
73.70, 98, 45, 70, P0
72.93, 94, 49, 69, P0
53.19, 99, 32, 70, P0
49.17, 93, 35, 70, P0
45.14, 97, 38, 69, P0
86.90, 99, 47, 70, P0
52.42, 97, 40, 70, P0
84.18, 99, 38, 70, P0
54.63, 99, 43, 70, P0
71.58, 94, 47, 70, P0
71.49, 98, 33, 70, P0
86.27, 95, 34, 70, P0
67.58, 87, 38, 70, P0
74.42, 97, 37, 70, P0
74.37, 96, 38, 70, P0
76.05, 99, 43, 69, P0
70.57, 92, 41, 69, P0
53.96, 98, 41, 69, P0
48.62, 100, 42, 69, P0
67.06, 98, 43, 70, P0
64.41, 99, 38, 70, P0
83.41, 98, 43, 70, P0
65.66, 96, 46, 70, P0
73.41, 98, 38, 70, P0
48.62, 96, 34, 70, P0
70.34, 98, 43, 70, P0
63.60, 99, 38, 70, P0
66.00, 98, 43, 70, P0
51.97, 99, 38, 69, P0
60.79, 97, 40, 69, P0
59.00, 97, 42, 70, P0
78.40, 98, 41, 69, P0
73.41, 96, 33, 69, P0
77.05, 88, 37, 70, P0
67.39, 99, 46, 70, P0
62.39, 94, 45, 70, P0
79.16, 99, 33, 70, P0
54.35, 91, 36, 70, P0
67.83, 88, 42, 70, P0
49.39, 97, 34, 70, P0
79.50, 97, 40, 70, P0
58.90, 99, 41, 70, P0
82.84, 96, 46, 70, P0
79.16, 97, 38, 70, P0
81.46, 99, 47, 70, P0
70.57, 98, 41, 70, P0
77.29, 90, 41, 70, P0
78.88, 97, 37, 70, P0
60.35, 96, 38, 70, P0
54.41, 99, 42, 70, P0
81.36, 93, 41, 70, P0
54.35, 98, 41, 70, P0
49.75, 100, 43, 70, P0
77.01, 99, 43, 70, P0
67.59, 99, 41, 70, P0
85.52, 98, 43, 70, P0
66.06, 96, 46, 70, P0
53.25, 98, 35, 70, P0
80.07, 96, 34, 70, P0
67.59, 87, 36, 70, P0
69.13, 98, 43, 70, P0
69.81, 94, 43, 70, P0
53.19, 99, 36, 69, P0
65.30, 92, 42, 70, P0
58.81, 98, 44, 69, P0
58.71, 98, 35, 69, P0
86.71, 98, 42, 70, P0
76.48, 91, 36, 70, P0
81.46, 99, 47, 70, P0
52.83, 93, 47, 70, P0
89.84, 99, 34, 70, P0
48.33, 92, 34, 70, P0
52.99, 85, 41, 70, P0
73.31, 97, 34, 70, P0
75.76, 97, 39, 70, P0
51.48, 99, 42, 69, P0
64.12, 96, 46, 70, P0
83.18, 98, 39, 70, P0
48.23, 99, 47, 69, P0
67.44, 97, 39, 70, P0
70.28, 99, 38, 70, P0
55.92, 96, 42, 70, P0
74.03, 93, 48, 70, P0
69.46, 99, 29, 70, P0
89.63, 94, 34, 69, P0
59.10, 90, 42, 70, P0
64.31, 97, 33, 70, P0
65.33, 98, 41, 70, P0
77.63, 99, 39, 70, P0
62.43, 98, 43, 70, P0
66.33, 94, 47, 70, P0
63.00, 98, 32, 70, P0
82.65, 94, 33, 70, P0
71.44, 90, 38, 70, P0
59.58, 97, 39, 70, P0
76.33, 95, 42, 70, P0
54.79, 99, 40, 70, P0
44.90, 92, 40, 70, P0
47.07, 98, 42, 69, P0
78.92, 100, 40, 70, P0
42.97, 98, 43, 70, P0
72.64, 99, 39, 69, P0
65.18, 97, 40, 70, P0
67.40, 97, 44, 70, P0
67.31, 98, 42, 69, P0
78.93, 96, 33, 70, P0
76.19, 91, 38, 70, P0
75.66, 99, 45, 70, P0
71.78, 98, 43, 70, P0
78.83, 99, 41, 70, P0
61.02, 97, 42, 70, P0
58.38, 97, 40, 70, P0
63.54, 98, 43, 70, P0
58.61, 97, 40, 70, P0
62.39, 100, 41, 70, P0
75.66, 99, 43, 70, P0
78.20, 94, 50, 70, P0
56.82, 99, 31, 70, P0
58.81, 93, 34, 70, P0
80.65, 87, 40, 70, P0
73.17, 97, 31, 70, P0
61.37, 97, 40, 70, P0
84.66, 99, 43, 70, P0
74.56, 95, 45, 70, P0
67.31, 98, 39, 70, P0
74.03, 99, 45, 70, P0
74.99, 99, 43, 70, P0
68.02, 99, 38, 70, P0
87.20, 97, 37, 70, P0
65.33, 95, 41, 70, P0
52.99, 99, 42, 70, P0
49.07, 92, 41, 70, P0
43.43, 98, 42, 70, P0
80.64, 99, 40, 70, P0
48.91, 98, 42, 70, P0
58.61, 99, 38, 70, P0
57.20, 98, 43, 70, P0
79.07, 96, 46, 70, P0
73.22, 98, 36, 70, P0
65.37, 96, 34, 70, P0
78.83, 87, 38, 70, P0
77.53, 98, 43, 69, P0
70.42, 94, 43, 70, P0
49.46, 99, 35, 70, P0
83.91, 92, 41, 69, P0
77.53, 98, 42, 69, P0
51.35, 98, 37, 69, P0
77.39, 98, 43, 70, P0
68.46, 99, 40, 70, P0
57.84, 96, 41, 70, P0
65.62, 94, 44, 70, P0
85.75, 99, 33, 70, P0
51.84, 92, 34, 70, P0
55.95, 92, 43, 70, P0
68.40, 97, 34, 70, P0
73.60, 98, 40, 70, P0
51.77, 99, 42, 70, P0
51.97, 96, 46, 70, P0
81.12, 97, 38, 70, P0
47.36, 99, 46, 69, P0
79.99, 97, 40, 70, P0
65.47, 99, 39, 70, P0
68.12, 99, 43, 69, P0
63.20, 94, 48, 70, P0
81.40, 98, 31, 70, P0
57.88, 94, 34, 70, P0
82.03, 87, 38, 70, P0
77.53, 97, 37, 70, P0
76.43, 96, 38, 70, P0
52.35, 99, 43, 70, P0
55.76, 93, 41, 70, P0
60.41, 95, 47, 70, P0
62.77, 98, 32, 70, P0
83.32, 94, 33, 70, P0
69.32, 87, 37, 70, P0
51.19, 97, 39, 70, P0
