power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
41.54, 98, 46, 68, P0
49.94, 99, 47, 69, P0
92.23, 97, 40, 69, P0
77.15, 99, 38, 68, P0
82.66, 98, 44, 69, P0
61.04, 94, 48, 69, P0
49.36, 98, 32, 68, P0
48.52, 94, 34, 69, P0
61.62, 88, 39, 69, P0
70.00, 97, 37, 69, P0
66.87, 96, 38, 69, P0
52.45, 99, 43, 69, P0
58.36, 92, 41, 69, P0
72.64, 98, 41, 69, P0
51.74, 99, 44, 68, P0
61.79, 98, 43, 69, P0
74.42, 99, 39, 69, P0
67.47, 96, 39, 69, P0
66.19, 95, 42, 69, P0
66.10, 100, 40, 69, P0
89.73, 92, 40, 68, P0
91.75, 98, 42, 68, P0
89.29, 100, 39, 69, P0
89.58, 98, 43, 69, P0
56.56, 99, 39, 69, P0
53.67, 97, 40, 69, P0
68.20, 97, 43, 69, P0
58.61, 99, 41, 69, P0
80.55, 96, 32, 69, P0
74.90, 88, 37, 69, P0
58.23, 99, 46, 69, P0
79.16, 94, 44, 69, P0
61.18, 99, 35, 69, P0
44.49, 91, 38, 69, P0
48.52, 97, 44, 68, P0
79.50, 98, 36, 69, P0
42.88, 98, 42, 69, P0
73.65, 99, 39, 68, P0
61.27, 99, 46, 69, P0
66.96, 94, 46, 69, P0
70.38, 99, 34, 68, P0
81.17, 92, 36, 69, P0
65.08, 87, 41, 69, P0
76.05, 97, 34, 69, P0
75.47, 98, 40, 69, P0
51.77, 99, 41, 69, P0
74.42, 96, 46, 69, P0
66.43, 97, 38, 69, P0
73.22, 99, 46, 68, P0
74.56, 97, 39, 69, P0
70.62, 99, 41, 69, P0
86.48, 99, 43, 69, P0
65.33, 94, 50, 69, P0
79.31, 99, 31, 69, P0
47.75, 94, 33, 69, P0
58.67, 86, 40, 69, P0
70.76, 97, 37, 69, P0
61.95, 96, 38, 69, P0
63.35, 99, 43, 69, P0
58.52, 99, 43, 69, P0
64.99, 95, 47, 69, P0
79.97, 98, 34, 69, P0
76.19, 94, 32, 69, P0
77.72, 88, 38, 69, P0
84.93, 97, 42, 69, P0
69.32, 94, 43, 69, P0
90.47, 99, 37, 69, P0
55.76, 92, 42, 69, P0
53.67, 98, 43, 69, P0
48.52, 98, 37, 69, P0
81.84, 98, 44, 69, P0
62.33, 99, 40, 69, P0
80.55, 97, 41, 69, P0
79.11, 97, 41, 69, P0
80.26, 99, 41, 69, P0
69.57, 97, 40, 69, P0
75.38, 97, 38, 69, P0
74.08, 99, 45, 69, P0
71.44, 94, 50, 69, P0
52.26, 99, 41, 69, P0
82.17, 96, 45, 69, P0
52.35, 98, 38, 68, P0
49.17, 99, 46, 69, P0
82.41, 98, 40, 69, P0
67.49, 99, 39, 69, P0
77.58, 99, 43, 69, P0
78.20, 95, 47, 69, P0
58.17, 98, 33, 69, P0
70.77, 94, 34, 69, P0
80.31, 88, 37, 69, P0
75.76, 97, 37, 69, P0
68.32, 95, 42, 69, P0
51.84, 100, 40, 69, P0
82.84, 92, 39, 69, P0
55.18, 98, 42, 69, P0
59.58, 99, 39, 69, P0
73.98, 98, 42, 69, P0
64.60, 99, 39, 69, P0
79.88, 98, 42, 69, P0
63.49, 94, 43, 69, P0
88.10, 99, 36, 69, P0
47.65, 92, 42, 69, P0
66.43, 98, 43, 69, P0
63.64, 98, 35, 69, P0
67.98, 99, 42, 69, P0
72.26, 99, 41, 69, P0
62.23, 97, 42, 69, P0
79.74, 97, 40, 69, P0
81.93, 98, 43, 69, P0
74.42, 97, 41, 69, P0
76.43, 99, 38, 69, P0
66.40, 99, 44, 69, P0
63.93, 94, 50, 69, P0
84.08, 99, 32, 69, P0
56.59, 93, 35, 69, P0
66.62, 87, 41, 69, P0
49.29, 97, 32, 69, P0
78.73, 97, 40, 69, P0
58.81, 99, 43, 69, P0
80.74, 98, 44, 69, P0
78.49, 95, 47, 69, P0
82.70, 99, 33, 69, P0
67.21, 94, 33, 69, P0
80.65, 88, 38, 69, P0
77.92, 97, 37, 69, P0
67.17, 96, 41, 69, P0
52.80, 99, 43, 69, P0
70.86, 93, 41, 69, P0
73.60, 98, 41, 69, P0
