power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
41.06, 99, 45, 69, P0
53.09, 100, 40, 69, P0
93.95, 98, 43, 70, P0
72.50, 99, 40, 70, P0
63.58, 98, 42, 70, P0
67.02, 96, 46, 70, P0
90.67, 98, 36, 70, P0
60.79, 95, 31, 70, P0
97.64, 88, 37, 70, P0
77.63, 97, 40, 70, P0
81.55, 98, 42, 70, P0
76.86, 99, 38, 69, P0
54.92, 98, 43, 69, P0
66.96, 96, 46, 70, P0
73.22, 98, 34, 69, P0
76.10, 96, 30, 70, P0
71.34, 87, 36, 70, P0
71.72, 97, 39, 70, P0
79.74, 95, 41, 70, P0
62.77, 99, 40, 70, P0
71.01, 92, 41, 69, P0
58.90, 98, 41, 69, P0
57.46, 100, 43, 69, P0
89.54, 99, 43, 70, P0
70.38, 99, 39, 70, P0
61.23, 99, 43, 69, P0
60.21, 95, 46, 70, P0
67.54, 98, 33, 70, P0
77.05, 95, 32, 69, P0
88.81, 87, 38, 70, P0
73.94, 100, 43, 70, P0
82.08, 99, 43, 70, P0
78.92, 99, 38, 69, P0
63.00, 98, 43, 69, P0
67.79, 93, 45, 69, P0
76.10, 98, 33, 70, P0
80.60, 93, 29, 70, P0
71.88, 87, 37, 70, P0
74.80, 97, 38, 70, P0
70.91, 96, 41, 70, P0
52.61, 99, 42, 70, P0
74.46, 92, 41, 69, P0
51.87, 98, 42, 69, P0
50.23, 100, 41, 70, P0
78.88, 98, 42, 70, P0
61.81, 99, 38, 70, P0
86.57, 98, 42, 70, P0
61.95, 97, 44, 69, P0
87.66, 99, 40, 69, P0
49.65, 96, 33, 70, P0
65.75, 88, 37, 70, P0
70.00, 98, 36, 70, P0
76.86, 98, 43, 70, P0
53.67, 99, 40, 69, P0
62.97, 96, 40, 69, P0
70.38, 95, 42, 70, P0
53.09, 99, 42, 70, P0
65.37, 96, 34, 69, P0
79.26, 88, 38, 70, P0
42.97, 99, 44, 70, P0
74.90, 94, 44, 70, P0
70.14, 99, 35, 70, P0
81.46, 91, 40, 69, P0
48.97, 98, 42, 70, P0
88.91, 98, 35, 70, P0
46.62, 98, 43, 70, P0
75.81, 99, 41, 70, P0
61.75, 97, 42, 70, P0
65.62, 97, 42, 70, P0
63.31, 98, 41, 70, P0
73.32, 97, 33, 70, P0
68.21, 88, 37, 70, P0
73.36, 98, 35, 70, P0
70.62, 99, 43, 70, P0
47.46, 99, 40, 69, P0
49.39, 97, 42, 70, P0
79.02, 95, 39, 70, P0
54.35, 99, 41, 70, P0
72.69, 95, 35, 70, P0
76.00, 89, 36, 70, P0
