power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
48.40, 94, 40, 68, P0
58.17, 98, 35, 69, P0
96.18, 98, 43, 69, P0
76.19, 99, 40, 69, P0
83.51, 97, 42, 69, P0
65.14, 94, 46, 69, P0
54.41, 99, 34, 69, P0
81.26, 92, 36, 69, P0
68.17, 87, 40, 69, P0
64.99, 97, 34, 69, P0
66.54, 97, 39, 69, P0
50.81, 99, 42, 69, P0
50.58, 96, 45, 69, P0
82.32, 98, 38, 69, P0
49.87, 99, 47, 68, P0
67.46, 98, 41, 69, P0
59.48, 99, 37, 69, P0
47.62, 99, 43, 69, P0
73.46, 94, 48, 69, P0
76.10, 99, 30, 69, P0
68.40, 94, 35, 69, P0
98.85, 87, 39, 69, P0
78.73, 97, 37, 69, P0
79.31, 96, 37, 69, P0
51.48, 99, 43, 69, P0
56.78, 93, 40, 69, P0
58.19, 98, 41, 69, P0
47.82, 98, 32, 69, P0
65.56, 95, 31, 69, P0
75.42, 88, 38, 69, P0
64.02, 95, 37, 69, P0
73.60, 95, 42, 69, P0
53.19, 99, 41, 69, P0
49.84, 92, 40, 69, P0
49.46, 98, 41, 69, P0
83.89, 100, 40, 69, P0
51.39, 98, 43, 69, P0
63.69, 99, 38, 69, P0
60.64, 98, 41, 69, P0
72.78, 97, 45, 69, P0
56.91, 98, 38, 69, P0
71.20, 96, 34, 69, P0
85.61, 88, 38, 69, P0
75.09, 99, 42, 69, P0
68.51, 94, 43, 69, P0
53.77, 99, 36, 69, P0
70.99, 92, 42, 69, P0
64.02, 97, 42, 69, P0
59.32, 99, 41, 69, P0
89.42, 97, 36, 69, P0
68.90, 91, 35, 69, P0
87.28, 99, 48, 69, P0
65.04, 94, 46, 69, P0
82.99, 99, 34, 69, P0
48.40, 92, 36, 69, P0
70.82, 87, 41, 69, P0
69.23, 97, 33, 69, P0
71.30, 97, 39, 69, P0
53.77, 99, 43, 69, P0
65.11, 96, 45, 69, P0
72.21, 98, 39, 69, P0
74.42, 99, 45, 69, P0
76.05, 98, 41, 69, P0
69.56, 99, 38, 69, P0
89.19, 99, 43, 69, P0
72.64, 95, 47, 69, P0
96.56, 98, 33, 69, P0
52.51, 95, 34, 69, P0
61.60, 88, 38, 69, P0
73.07, 100, 43, 69, P0
58.90, 98, 43, 69, P0
55.12, 99, 40, 69, P0
58.23, 98, 43, 69, P0
77.00, 96, 46, 69, P0
72.83, 98, 35, 69, P0
67.83, 95, 34, 69, P0
73.98, 88, 39, 69, P0
42.97, 97, 41, 69, P0
74.70, 94, 43, 69, P0
71.82, 99, 40, 69, P0
81.12, 92, 42, 69, P0
61.91, 98, 43, 69, P0
51.77, 98, 38, 69, P0
77.34, 99, 43, 69, P0
69.51, 99, 40, 69, P0
58.58, 97, 40, 69, P0
68.98, 97, 41, 69, P0
65.66, 99, 42, 69, P0
85.27, 97, 37, 69, P0
74.56, 90, 35, 69, P0
64.60, 98, 36, 69, P0
77.10, 98, 41, 69, P0
57.46, 99, 38, 69, P0
68.90, 97, 43, 69, P0
78.30, 97, 39, 69, P0
61.18, 98, 44, 69, P0
44.10, 97, 40, 69, P0
75.23, 99, 40, 69, P0
61.37, 99, 44, 69, P0
72.74, 94, 49, 69, P0
70.09, 99, 29, 69, P0
92.35, 93, 34, 69, P0
78.49, 88, 41, 69, P0
77.82, 96, 34, 69, P0
80.36, 97, 40, 69, P0
61.85, 99, 41, 69, P0
62.77, 94, 42, 69, P0
54.06, 98, 41, 69, P0
49.49, 100, 44, 69, P0
66.87, 99, 44, 68, P0
59.71, 99, 40, 69, P0
79.40, 99, 42, 69, P0
68.31, 96, 40, 69, P0
52.35, 99, 43, 69, P0
46.42, 93, 41, 69, P0
49.32, 98, 41, 69, P0
68.07, 100, 43, 69, P0
57.01, 98, 43, 69, P0
58.23, 99, 39, 69, P0
59.73, 98, 43, 69, P0
72.93, 96, 46, 69, P0
81.93, 98, 39, 69, P0
75.86, 96, 34, 69, P0
79.11, 88, 37, 69, P0
74.08, 99, 43, 69, P0
80.07, 94, 44, 69, P0
75.66, 99, 35, 69, P0
56.14, 91, 38, 69, P0
54.60, 97, 44, 68, P0
48.33, 98, 34, 69, P0
82.80, 98, 42, 69, P0
63.06, 99, 40, 69, P0
81.99, 97, 42, 69, P0
78.06, 93, 46, 69, P0
68.12, 99, 34, 69, P0
53.83, 92, 36, 69, P0
77.48, 87, 40, 69, P0
75.28, 97, 33, 69, P0
70.39, 97, 41, 69, P0
52.54, 99, 43, 69, P0
77.73, 95, 45, 69, P0
54.60, 98, 39, 69, P0
51.35, 99, 45, 68, P0
79.16, 98, 41, 69, P0
64.99, 99, 39, 69, P0
85.33, 99, 44, 69, P0
65.47, 95, 48, 69, P0
87.82, 99, 32, 69, P0
48.42, 95, 33, 69, P0
70.14, 88, 37, 69, P0
64.89, 97, 38, 69, P0
66.81, 95, 43, 69, P0
50.23, 100, 40, 69, P0
51.10, 92, 39, 69, P0
83.95, 96, 45, 69, P0
78.78, 98, 40, 68, P0
72.98, 96, 33, 69, P0
77.25, 88, 37, 69, P0
68.70, 98, 43, 69, P0
61.79, 94, 43, 69, P0
84.40, 99, 36, 69, P0
56.30, 92, 42, 68, P0
91.53, 98, 43, 69, P0
76.96, 98, 35, 69, P0
68.74, 98, 43, 69, P0
68.31, 99, 40, 69, P0
83.37, 97, 42, 69, P0
69.23, 97, 41, 69, P0
60.21, 98, 42, 69, P0
76.86, 97, 40, 69, P0
66.10, 96, 38, 69, P0
44.42, 99, 44, 69, P0
71.10, 94, 49, 69, P0
68.07, 99, 33, 69, P0
76.77, 92, 36, 69, P0
76.33, 97, 38, 68, P0
50.71, 99, 46, 69, P0
86.00, 97, 39, 69, P0
69.90, 99, 39, 69, P0
58.13, 98, 44, 69, P0
67.12, 94, 48, 69, P0
65.52, 98, 31, 69, P0
87.09, 94, 35, 69, P0
68.60, 88, 37, 69, P0
52.71, 97, 36, 69, P0
66.58, 96, 42, 69, P0
53.38, 99, 42, 69, P0
55.08, 92, 41, 69, P0
76.77, 98, 42, 69, P0
52.32, 100, 41, 68, P0
80.83, 97, 43, 69, P0
68.94, 99, 38, 69, P0
63.77, 97, 40, 69, P0
65.85, 97, 42, 69, P0
63.25, 99, 40, 69, P0
49.55, 90, 41, 69, P0
52.90, 97, 44, 69, P0
70.86, 98, 35, 69, P0
67.43, 98, 42, 69, P0
54.15, 99, 39, 69, P0
52.71, 97, 43, 69, P0
78.30, 97, 38, 69, P0
51.29, 99, 45, 68, P0
69.72, 97, 40, 69, P0
64.89, 100, 41, 69, P0
81.17, 99, 44, 68, P0
68.40, 94, 48, 69, P0
95.48, 99, 28, 69, P0
50.90, 94, 34, 69, P0
62.29, 88, 40, 69, P0
75.66, 97, 37, 69, P0
69.28, 96, 38, 69, P0
62.68, 98, 43, 68, P0
72.59, 93, 41, 68, P0
79.64, 98, 41, 69, P0
56.05, 100, 44, 69, P0
68.69, 95, 32, 68, P0
69.46, 88, 37, 69, P0
54.22, 97, 39, 69, P0
69.22, 95, 43, 69, P0
77.15, 99, 40, 69, P0
68.21, 92, 42, 68, P0
94.02, 98, 43, 69, P0
79.83, 98, 38, 69, P0
