power.draw [W], utilization.gpu [%], utilization.memory [%], temperature.gpu, pstate
46.91, 98, 47, 68, P0
51.90, 99, 46, 69, P0
82.17, 98, 41, 69, P0
75.09, 99, 37, 69, P0
72.16, 98, 44, 69, P0
65.81, 94, 47, 69, P0
62.37, 98, 33, 69, P0
55.79, 95, 34, 69, P0
74.22, 87, 40, 69, P0
76.53, 97, 37, 69, P0
58.48, 96, 38, 69, P0
50.13, 99, 41, 69, P0
52.54, 93, 41, 69, P0
74.99, 98, 41, 69, P0
69.99, 99, 44, 69, P0
50.16, 99, 44, 68, P0
66.39, 98, 38, 69, P0
54.44, 97, 36, 69, P0
72.69, 96, 38, 69, P0
50.90, 99, 43, 69, P0
45.75, 92, 40, 69, P0
49.94, 98, 41, 69, P0
84.28, 100, 43, 69, P0
70.53, 98, 44, 69, P0
49.55, 99, 39, 69, P0
76.91, 99, 43, 69, P0
79.11, 96, 46, 69, P0
80.55, 98, 34, 69, P0
68.42, 95, 32, 69, P0
81.60, 88, 38, 69, P0
74.03, 97, 42, 69, P0
73.36, 95, 42, 69, P0
51.16, 99, 38, 69, P0
74.85, 92, 41, 69, P0
57.20, 98, 43, 69, P0
57.78, 98, 38, 68, P0
98.72, 98, 44, 69, P0
78.06, 99, 40, 69, P0
86.43, 99, 45, 69, P0
67.73, 94, 45, 69, P0
86.42, 100, 34, 69, P0
46.59, 91, 37, 69, P0
59.44, 90, 42, 69, P0
69.71, 98, 34, 69, P0
71.58, 98, 40, 69, P0
52.51, 99, 40, 69, P0
65.66, 96, 44, 69, P0
68.46, 98, 38, 69, P0
76.14, 99, 45, 69, P0
76.38, 97, 40, 69, P0
76.05, 99, 41, 69, P0
81.93, 99, 43, 69, P0
67.79, 94, 48, 69, P0
95.83, 99, 28, 69, P0
53.12, 94, 34, 69, P0
53.09, 88, 39, 69, P0
75.81, 97, 37, 69, P0
81.55, 96, 39, 69, P0
62.58, 99, 38, 69, P0
84.10, 99, 43, 69, P0
78.25, 95, 47, 69, P0
64.75, 99, 32, 69, P0
74.80, 95, 32, 69, P0
71.82, 88, 38, 69, P0
43.36, 97, 37, 69, P0
74.08, 95, 42, 69, P0
72.21, 100, 41, 69, P0
82.50, 92, 41, 69, P0
77.20, 98, 42, 68, P0
52.03, 100, 39, 69, P0
72.45, 98, 42, 69, P0
58.52, 99, 38, 69, P0
51.23, 98, 41, 69, P0
66.58, 97, 44, 69, P0
67.10, 99, 42, 69, P0
69.80, 96, 33, 69, P0
72.54, 89, 38, 69, P0
64.41, 99, 46, 69, P0
66.43, 94, 46, 69, P0
65.23, 99, 40, 69, P0
67.73, 97, 41, 69, P0
72.93, 97, 40, 69, P0
50.52, 99, 44, 69, P0
58.76, 97, 39, 69, P0
67.35, 100, 40, 69, P0
49.10, 99, 44, 69, P0
74.37, 94, 49, 69, P0
70.38, 99, 32, 69, P0
82.47, 93, 35, 69, P0
75.42, 88, 39, 69, P0
73.65, 97, 32, 69, P0
83.08, 97, 39, 69, P0
79.40, 99, 42, 69, P0
56.14, 96, 46, 69, P0
57.78, 98, 38, 69, P0
50.42, 99, 47, 69, P0
59.92, 98, 41, 69, P0
67.40, 99, 38, 69, P0
79.50, 99, 44, 69, P0
69.86, 95, 48, 69, P0
65.04, 99, 42, 69, P0
51.55, 93, 41, 69, P0
49.26, 98, 40, 69, P0
76.67, 100, 44, 69, P0
53.22, 98, 44, 69, P0
57.26, 99, 38, 69, P0
58.03, 99, 43, 69, P0
61.85, 96, 46, 69, P0
84.33, 98, 34, 69, P0
78.30, 95, 34, 69, P0
66.22, 88, 37, 69, P0
72.83, 98, 43, 69, P0
78.54, 94, 44, 69, P0
74.94, 99, 36, 69, P0
55.31, 92, 42, 69, P0
53.12, 98, 43, 68, P0
62.20, 98, 35, 69, P0
59.29, 98, 43, 69, P0
55.95, 99, 40, 69, P0
72.54, 97, 42, 69, P0
70.76, 94, 47, 69, P0
68.69, 99, 34, 69, P0
97.32, 92, 37, 69, P0
74.18, 87, 40, 69, P0
73.84, 97, 34, 69, P0
71.34, 97, 39, 69, P0
65.56, 99, 42, 69, P0
77.68, 96, 46, 69, P0
54.12, 98, 38, 69, P0
52.16, 99, 47, 68, P0
67.25, 98, 41, 69, P0
63.58, 99, 37, 69, P0
81.70, 99, 43, 69, P0
69.90, 94, 48, 69, P0
73.07, 99, 33, 69, P0
49.65, 94, 34, 69, P0
65.23, 88, 38, 69, P0
73.02, 97, 37, 69, P0
67.25, 96, 41, 69, P0
50.81, 99, 43, 69, P0
52.83, 93, 41, 69, P0
70.23, 98, 41, 69, P0
80.36, 100, 43, 69, P0
74.32, 95, 31, 69, P0
76.91, 87, 37, 69, P0
69.32, 97, 41, 69, P0
57.17, 95, 42, 69, P0
81.35, 99, 39, 69, P0
59.58, 92, 42, 69, P0
91.30, 98, 44, 69, P0
76.96, 98, 37, 69, P0
58.32, 99, 43, 69, P0
66.52, 99, 39, 69, P0
81.17, 97, 40, 69, P0
72.26, 97, 42, 69, P0
60.41, 99, 41, 69, P0
75.86, 97, 37, 69, P0
63.16, 92, 36, 69, P0
42.39, 99, 48, 69, P0
72.74, 93, 47, 69, P0
70.48, 99, 34, 69, P0
90.88, 92, 36, 69, P0
69.80, 87, 40, 69, P0
57.59, 97, 33, 69, P0
85.05, 97, 40, 69, P0
69.51, 100, 40, 69, P0
61.33, 99, 44, 69, P0
66.62, 94, 49, 69, P0
65.81, 99, 30, 69, P0
84.75, 93, 34, 69, P0
69.75, 88, 41, 69, P0
55.70, 97, 35, 69, P0
69.57, 96, 39, 69, P0
51.68, 99, 43, 69, P0
54.99, 93, 42, 69, P0
77.82, 98, 41, 69, P0
53.35, 100, 43, 69, P0
58.81, 96, 44, 69, P0
71.30, 99, 38, 69, P0
45.46, 99, 43, 69, P0
65.43, 96, 46, 69, P0
81.75, 98, 37, 69, P0
59.38, 96, 34, 69, P0
93.59, 88, 37, 69, P0
81.12, 99, 37, 69, P0
61.18, 98, 43, 69, P0
62.77, 99, 40, 69, P0
64.79, 97, 41, 69, P0
82.09, 97, 41, 69, P0
50.23, 98, 41, 69, P0
42.39, 97, 37, 69, P0
78.21, 89, 36, 69, P0
42.78, 99, 48, 69, P0
73.89, 94, 47, 69, P0
67.36, 99, 34, 69, P0
84.75, 91, 35, 69, P0
53.96, 89, 41, 69, P0
66.81, 98, 34, 69, P0
72.54, 98, 41, 69, P0
81.74, 99, 40, 69, P0
71.30, 97, 44, 69, P0
69.51, 98, 38, 69, P0
66.14, 99, 46, 69, P0
75.95, 97, 40, 69, P0
75.33, 88, 40, 69, P0
64.41, 97, 32, 69, P0
74.99, 97, 40, 69, P0
56.72, 99, 42, 69, P0
44.40, 94, 42, 69, P0
49.29, 98, 39, 69, P0
81.46, 100, 45, 69, P0
48.71, 99, 43, 69, P0
72.40, 99, 39, 69, P0
61.75, 99, 43, 69, P0
73.07, 95, 46, 69, P0
69.23, 98, 33, 69, P0
91.58, 95, 31, 69, P0
79.15, 88, 38, 69, P0
73.26, 97, 41, 69, P0
72.93, 95, 43, 69, P0
63.06, 100, 39, 69, P0
82.69, 92, 39, 69, P0
66.87, 98, 42, 69, P0
64.83, 100, 39, 69, P0
74.75, 98, 43, 69, P0
67.55, 88, 37, 69, P0
86.91, 98, 43, 69, P0
68.98, 94, 43, 69, P0
84.79, 99, 37, 69, P0
50.42, 92, 42, 69, P0
55.28, 98, 42, 69, P0
73.07, 98, 37, 69, P0
66.82, 98, 43, 69, P0
59.25, 99, 40, 69, P0
57.59, 97, 43, 69, P0
77.63, 97, 40, 69, P0
80.50, 98, 42, 69, P0
63.21, 97, 36, 69, P0
76.72, 89, 36, 69, P0
42.39, 99, 48, 69, P0
67.31, 94, 46, 69, P0
70.48, 99, 34, 69, P0
89.00, 91, 35, 69, P0
76.33, 90, 42, 69, P0
59.73, 98, 34, 69, P0
84.79, 98, 40, 69, P0
69.13, 100, 39, 69, P0
61.52, 99, 43, 69, P0
68.80, 94, 50, 69, P0
65.47, 99, 32, 69, P0
85.79, 92, 34, 69, P0
66.04, 87, 41, 69, P0
72.78, 97, 33, 69, P0
66.92, 97, 41, 69, P0
51.19, 99, 42, 69, P0
52.87, 94, 42, 69, P0
80.26, 98, 41, 69, P0
51.10, 100, 44, 69, P0
72.25, 98, 44, 69, P0
62.97, 99, 38, 69, P0
56.24, 99, 43, 69, P0
65.48, 96, 45, 69, P0
64.22, 98, 37, 69, P0
59.83, 95, 34, 69, P0
80.74, 88, 38, 69, P0
82.41, 97, 42, 69, P0
74.32, 95, 43, 69, P0
50.26, 99, 39, 69, P0
55.83, 97, 40, 69, P0
64.50, 97, 45, 69, P0
53.38, 98, 40, 69, P0
60.83, 96, 34, 69, P0
62.91, 88, 37, 69, P0
81.65, 98, 43, 69, P0
71.67, 94, 44, 69, P0
61.62, 99, 36, 69, P0
50.23, 92, 42, 69, P0
45.85, 98, 43, 69, P0
85.90, 98, 35, 69, P0
47.56, 98, 43, 69, P0
70.91, 99, 40, 69, P0
63.68, 96, 40, 69, P0
63.98, 97, 40, 69, P0
77.63, 98, 42, 69, P0
84.22, 97, 39, 69, P0
67.54, 94, 37, 69, P0
73.36, 99, 47, 68, P0
71.29, 93, 47, 69, P0
58.92, 99, 41, 69, P0
82.32, 97, 44, 69, P0
51.84, 97, 38, 68, P0
49.39, 99, 46, 69, P0
78.25, 97, 39, 69, P0
62.08, 99, 40, 69, P0
77.15, 98, 44, 69, P0
76.14, 94, 47, 69, P0
58.75, 99, 31, 69, P0
66.54, 94, 34, 69, P0
80.74, 88, 38, 69, P0
74.22, 97, 37, 69, P0
71.72, 96, 42, 69, P0
52.22, 99, 41, 69, P0
75.71, 92, 41, 69, P0
55.28, 98, 41, 69, P0
54.25, 100, 41, 69, P0
74.61, 98, 42, 69, P0
67.35, 99, 38, 69, P0
85.52, 98, 42, 69, P0
66.35, 97, 44, 69, P0
87.14, 99, 38, 69, P0
46.30, 92, 42, 69, P0
65.47, 96, 43, 69, P0
68.65, 98, 36, 69, P0
63.41, 98, 43, 69, P0
73.26, 99, 40, 69, P0
68.27, 97, 43, 69, P0
59.10, 97, 40, 69, P0
84.52, 99, 41, 69, P0
76.10, 97, 39, 69, P0
78.11, 93, 37, 69, P0
86.52, 99, 46, 69, P0
69.61, 94, 49, 69, P0
92.84, 99, 33, 69, P0
51.13, 93, 35, 69, P0
54.38, 88, 39, 69, P0
58.87, 97, 32, 69, P0
69.90, 97, 41, 69, P0
51.74, 99, 43, 69, P0
63.35, 95, 44, 69, P0
74.18, 97, 40, 69, P0
83.08, 99, 32, 69, P0
73.98, 94, 35, 69, P0
79.11, 88, 38, 69, P0
68.76, 97, 37, 69, P0
57.33, 96, 40, 69, P0
78.35, 99, 41, 69, P0
76.33, 92, 41, 69, P0
56.53, 98, 42, 69, P0
53.22, 100, 43, 69, P0
79.54, 98, 43, 69, P0
64.50, 99, 39, 69, P0
82.84, 98, 41, 69, P0
74.51, 97, 44, 69, P0
69.23, 99, 42, 69, P0
68.60, 96, 35, 69, P0
70.72, 89, 37, 69, P0
73.65, 99, 45, 68, P0
65.23, 94, 44, 69, P0
46.40, 99, 35, 69, P0
48.88, 91, 39, 69, P0
77.10, 97, 44, 69, P0
49.65, 98, 41, 68, P0
69.79, 97, 38, 69, P0
64.41, 92, 38, 69, P0
48.13, 99, 48, 69, P0
65.18, 94, 46, 69, P0
78.25, 99, 35, 69, P0
55.89, 92, 36, 69, P0
76.24, 87, 40, 69, P0
77.44, 97, 34, 69, P0
62.33, 97, 40, 69, P0
49.94, 99, 40, 68, P0
55.31, 96, 45, 69, P0
59.48, 97, 38, 69, P0
50.10, 99, 45, 69, P0
58.46, 97, 40, 69, P0
66.68, 100, 40, 69, P0
77.87, 99, 44, 69, P0
70.19, 94, 49, 69, P0
67.87, 99, 29, 69, P0
53.19, 94, 33, 69, P0
42.66, 87, 41, 69, P0
84.90, 97, 32, 69, P0
46.42, 97, 40, 69, P0
69.42, 99, 38, 69, P0
59.48, 99, 43, 69, P0
61.02, 94, 46, 69, P0
83.75, 98, 32, 69, P0
75.04, 94, 35, 69, P0
74.03, 88, 38, 69, P0
73.31, 97, 37, 69, P0
76.57, 96, 39, 69, P0
81.55, 99, 41, 69, P0
57.33, 92, 40, 69, P0
52.93, 98, 42, 68, P0
55.24, 100, 39, 69, P0
58.13, 98, 43, 69, P0
56.78, 99, 39, 69, P0
71.01, 97, 40, 69, P0
67.64, 97, 41, 69, P0
68.46, 99, 41, 69, P0
89.67, 97, 35, 69, P0
66.96, 89, 37, 69, P0
74.51, 98, 36, 69, P0
69.99, 99, 41, 69, P0
51.58, 99, 38, 69, P0
72.65, 97, 42, 69, P0
55.18, 97, 40, 68, P0
52.16, 98, 44, 69, P0
73.75, 97, 40, 69, P0
70.38, 97, 37, 69, P0
90.38, 99, 45, 69, P0
65.52, 94, 50, 69, P0
85.27, 99, 33, 69, P0
52.16, 93, 34, 69, P0
53.67, 87, 40, 69, P0
73.22, 97, 33, 69, P0
69.57, 97, 39, 69, P0
61.89, 99, 42, 69, P0
73.79, 96, 46, 69, P0
78.30, 97, 38, 69, P0
81.65, 99, 47, 69, P0
74.32, 98, 42, 69, P0
76.24, 99, 38, 69, P0
69.46, 98, 43, 69, P0
54.47, 96, 38, 69, P0
65.71, 99, 42, 69, P0
71.97, 93, 41, 69, P0
93.22, 98, 41, 69, P0
55.21, 100, 44, 69, P0
85.94, 98, 44, 69, P0
71.78, 99, 38, 69, P0
61.23, 98, 42, 69, P0
65.62, 95, 47, 69, P0
66.24, 98, 34, 69, P0
76.96, 95, 32, 69, P0
70.58, 87, 38, 69, P0
64.70, 97, 40, 69, P0
73.98, 95, 43, 69, P0
68.70, 99, 40, 69, P0
68.98, 92, 41, 69, P0
80.26, 98, 42, 68, P0
54.06, 98, 38, 68, P0
43.07, 98, 42, 69, P0
69.51, 99, 39, 69, P0
70.48, 97, 40, 69, P0
71.44, 94, 43, 69, P0
57.42, 99, 37, 69, P0
67.11, 92, 42, 69, P0
82.28, 98, 43, 69, P0
69.42, 98, 35, 69, P0
83.22, 98, 43, 69, P0
79.97, 99, 40, 68, P0
58.61, 97, 41, 69, P0
55.41, 97, 40, 69, P0
49.39, 98, 44, 69, P0
60.25, 97, 39, 68, P0
66.19, 100, 39, 69, P0
77.20, 99, 43, 69, P0
70.76, 94, 50, 69, P0
68.21, 99, 30, 69, P0
82.85, 93, 34, 68, P0
53.96, 88, 42, 69, P0
71.01, 97, 34, 69, P0
78.63, 96, 40, 69, P0
81.32, 99, 38, 69, P0
59.42, 99, 43, 69, P0
70.62, 95, 47, 69, P0
73.75, 98, 32, 69, P0
81.08, 94, 34, 69, P0
71.73, 88, 38, 69, P0
74.61, 97, 37, 69, P0
76.96, 96, 39, 69, P0
80.98, 99, 43, 69, P0
71.68, 93, 41, 69, P0
54.92, 98, 41, 68, P0
51.00, 100, 43, 68, P0
80.79, 98, 44, 69, P0
71.58, 99, 39, 69, P0
89.81, 99, 43, 69, P0
66.43, 96, 46, 69, P0
89.86, 98, 34, 69, P0
49.29, 95, 33, 69, P0
67.25, 88, 37, 69, P0
60.41, 97, 42, 69, P0
62.48, 93, 43, 69, P0
51.29, 99, 40, 68, P0
50.90, 97, 40, 69, P0
83.47, 97, 43, 69, P0
48.10, 99, 42, 68, P0
72.64, 96, 33, 69, P0
76.82, 88, 37, 69, P0
69.42, 99, 45, 69, P0
61.60, 94, 44, 69, P0
70.86, 99, 35, 69, P0
70.05, 91, 39, 68, P0
94.50, 97, 44, 69, P0
82.51, 98, 36, 69, P0
72.49, 98, 42, 69, P0
51.97, 99, 39, 68, P0
82.13, 97, 43, 69, P0
61.08, 96, 40, 69, P0
66.48, 98, 43, 69, P0
75.52, 97, 41, 69, P0
78.87, 98, 40, 69, P0
63.45, 99, 45, 69, P0
74.75, 94, 48, 69, P0
53.38, 99, 33, 69, P0
44.49, 96, 44, 69, P0
49.29, 97, 38, 68, P0
61.52, 97, 44, 69, P0
76.43, 97, 40, 69, P0
